TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         1182  3.30196E+00  3.25322E+00 -6.10961E-01 -2.08588E-01  7.83383E-01  1.12319E+00  3.17493E-01  2.01344E-01  7.07928E-01  2.31102E+00 -1.02053E-01  1.00000E+00  1.09212E-02  7.14302E-04  8.22210E-03  1.03050E-03 -1.72030E-03  8.40852E-03  1.94283E-04  9.67788E-04  4.47220E-04  1.12926E-02   -19193.8505823109
         1183  3.33982E+00  3.28225E+00 -6.21243E-01 -2.14532E-01  7.51218E-01  1.15511E+00  3.27210E-01  1.92499E-01  7.11757E-01  2.32087E+00 -1.02053E-01  1.00000E+00  1.10291E-02  4.55803E-04  8.10461E-03  2.35613E-04 -1.21444E-03  6.50890E-03 -1.96817E-03 -1.03469E-03  1.06754E-03  9.36120E-03   -19244.0188243090
         1184  3.32200E+00  3.28867E+00 -6.17877E-01 -2.12672E-01  7.42857E-01  1.13447E+00  3.30501E-01  2.00635E-01  7.11493E-01  2.32392E+00 -1.02053E-01  1.00000E+00  1.04443E-02  2.49514E-04  7.21520E-03 -1.85014E-04 -6.50723E-04  6.46350E-03 -1.12592E-03 -1.06912E-03  6.31299E-04  8.22876E-03   -19235.5278096956
         1185  3.34304E+00  3.25821E+00 -6.25462E-01 -2.06251E-01  7.40940E-01  1.18576E+00  3.36699E-01  1.80773E-01  7.11764E-01  2.31872E+00 -1.02053E-01  1.00000E+00  1.08109E-02  3.62639E-05  7.79938E-03  8.38085E-04 -6.30387E-04  6.90840E-03 -8.28405E-04 -1.52591E-03  1.73625E-04  8.24435E-03   -19204.1325018446
         1186  3.27855E+00  3.25209E+00 -6.08630E-01 -2.01073E-01  7.42173E-01  1.15342E+00  3.33277E-01  1.89937E-01  7.18026E-01  2.30989E+00 -1.02053E-01  1.00000E+00  1.02437E-02  1.85768E-05  9.01115E-03  7.36327E-04 -1.74880E-03  6.99065E-03 -8.27035E-04 -8.97474E-04 -1.81778E-04  8.68735E-03   -19171.0431616272
         1187  3.25941E+00  3.26853E+00 -5.98977E-01 -2.09490E-01  7.39971E-01  1.11352E+00  3.36789E-01  2.02047E-01  7.10462E-01  2.31100E+00 -1.02053E-01  1.00000E+00  9.18658E-03  1.69977E-04  1.12077E-02  6.63627E-04 -2.85614E-03  8.62034E-03 -7.24223E-04 -1.02267E-03  4.95421E-05  7.29655E-03   -19191.0611501555
         1188  3.30311E+00  3.24603E+00 -6.16448E-01 -2.05147E-01  7.43499E-01  1.06267E+00  3.29907E-01  2.12802E-01  7.06836E-01  2.31472E+00 -1.02053E-01  1.00000E+00  9.92525E-03 -1.31191E-03  1.01861E-02  1.01599E-03 -2.92543E-03  8.30837E-03 -5.84107E-04 -1.29908E-03  4.30840E-04  8.16190E-03   -19127.9427160097
         1189  3.32433E+00  3.26526E+00 -6.21776E-01 -2.07927E-01  7.50167E-01  1.13275E+00  3.30037E-01  1.97443E-01  7.03795E-01  2.31637E+00 -1.05795E-01  1.00000E+00  8.52000E-03 -6.63075E-04  8.15411E-03  5.36519E-04 -2.09198E-03  7.52830E-03 -9.72029E-04 -6.93430E-04 -8.73093E-05  8.91705E-03   -19249.8645635953
         1190  3.31254E+00  3.20632E+00 -6.15778E-01 -1.90373E-01  7.70881E-01  1.16396E+00  3.25235E-01  1.88175E-01  7.04440E-01  2.31244E+00 -1.05658E-01  1.00000E+00  9.60820E-03 -7.44541E-04  7.67505E-03  2.80103E-04 -1.55616E-03  7.83694E-03 -9.47729E-04 -9.56039E-04  2.86337E-04  8.42979E-03   -19189.0018418225
         1191  3.29614E+00  3.24790E+00 -6.10995E-01 -2.04697E-01  7.70991E-01  1.13924E+00  3.26362E-01  1.90827E-01  7.06301E-01  2.30237E+00 -1.05628E-01  1.00000E+00  1.03328E-02 -8.60542E-04  7.74181E-03  4.86998E-04 -1.61505E-03  8.03960E-03 -2.41277E-03 -2.09467E-04  5.22512E-04  9.04424E-03   -19178.9944645942
         1192  3.25207E+00  3.25320E+00 -5.97216E-01 -2.04648E-01  7.93743E-01  1.13619E+00  3.20295E-01  1.94078E-01  6.94509E-01  2.29925E+00 -1.05628E-01  1.00000E+00  1.01431E-02  3.03002E-04  7.82491E-03  1.44351E-04 -1.00612E-03  7.30858E-03 -2.13576E-03  3.89626E-04  9.46486E-04  1.02296E-02   -19142.8027042644
         1193  3.28948E+00  3.30131E+00 -6.08332E-01 -2.24377E-01  7.54574E-01  1.14579E+00  3.32633E-01  1.88522E-01  6.89127E-01  2.29713E+00 -1.05628E-01  1.00000E+00  9.57640E-03 -6.41687E-04  8.40282E-03  1.32929E-04 -8.72774E-04  7.80046E-03 -1.08901E-03 -1.67724E-04  2.11875E-03  1.07570E-02   -18979.0230450634
         1194  3.32948E+00  3.29189E+00 -6.18740E-01 -2.18915E-01  7.88243E-01  1.17011E+00  3.21933E-01  1.77646E-01  6.78855E-01  2.29542E+00 -1.03454E-01  1.00000E+00  9.62649E-03 -3.49899E-04  8.18100E-03  1.44753E-04 -1.50061E-03  8.10302E-03 -5.80962E-04 -4.02234E-04  1.25902E-03  1.02122E-02   -19189.7633795611
         1195  3.32849E+00  3.24290E+00 -6.18086E-01 -2.04926E-01  8.12713E-01  1.13121E+00  3.07735E-01  1.89803E-01  6.91126E-01  2.29437E+00 -9.97487E-02  1.00000E+00  1.12345E-02 -1.16987E-03  7.85397E-03  1.10991E-03 -1.58051E-03  8.04807E-03 -8.23665E-04 -1.10367E-03  1.68622E-03  1.03399E-02   -19233.9999781811
         1196  3.33603E+00  3.27487E+00 -6.22567E-01 -2.19773E-01  7.75999E-01  1.14299E+00  3.23428E-01  1.88129E-01  6.91215E-01  2.29303E+00 -9.97487E-02  1.00000E+00  9.94582E-03 -2.55611E-04  6.52405E-03  1.89773E-03 -1.37127E-03  8.31644E-03 -4.89630E-04 -9.23807E-04  8.24589E-05  1.09150E-02   -19175.2342650848
         1197  3.32611E+00  3.25470E+00 -6.17096E-01 -2.10855E-01  7.24475E-01  1.12334E+00  3.38246E-01  1.93830E-01  6.96356E-01  2.29314E+00 -1.02638E-01  1.00000E+00  1.04936E-02  6.31786E-04  7.91377E-03  1.28432E-03 -7.96927E-04  9.05657E-03 -3.05966E-05 -7.01034E-04  1.18933E-03  9.77135E-03   -19138.1713326095
         1198  3.30108E+00  3.25556E+00 -6.12281E-01 -2.09020E-01  7.53679E-01  1.08571E+00  3.26037E-01  2.04412E-01  6.90517E-01  2.30451E+00 -1.02638E-01  1.00000E+00  1.06847E-02  8.47255E-04  7.12263E-03  1.36071E-03 -1.52496E-03  9.76675E-03 -5.91204E-04 -5.82440E-04  1.44126E-03  1.01228E-02   -19110.8354434616
         1199  3.31734E+00  3.24230E+00 -6.14183E-01 -2.07171E-01  7.28035E-01  1.16887E+00  3.33809E-01  1.84632E-01  6.97993E-01  2.30365E+00 -1.03614E-01  1.00000E+00  1.17946E-02  1.03738E-03  7.23977E-03  2.09647E-03 -1.01643E-03  1.03304E-02  3.86451E-04  2.14950E-04  2.39136E-03  1.07380E-02   -19155.2923306913
         1200  3.33123E+00  3.27002E+00 -6.25810E-01 -2.15841E-01  7.54988E-01  1.16626E+00  3.25486E-01  1.84557E-01  7.06514E-01  2.30661E+00 -1.03614E-01  1.00000E+00  1.06253E-02  5.06126E-04  6.27108E-03  7.27504E-04 -1.62883E-03  1.06915E-02 -5.67913E-04 -7.06704E-04  3.18486E-03  1.08128E-02   -19120.9182459036
         1201  3.30278E+00  3.26862E+00 -6.15195E-01 -2.11644E-01  7.38219E-01  1.13862E+00  3.29717E-01  1.88250E-01  7.00823E-01  2.30317E+00 -1.03614E-01  1.00000E+00  1.01811E-02 -4.26253E-04  6.54838E-03  8.02323E-04 -1.77404E-03  1.18283E-02 -1.25667E-04 -1.34668E-04  2.28977E-03  1.04842E-02   -18978.8466722452
         1202  3.27472E+00  3.28411E+00 -6.04322E-01 -2.17298E-01  7.72198E-01  1.12339E+00  3.20906E-01  1.92863E-01  6.98964E-01  2.31187E+00 -1.03614E-01  1.00000E+00  1.06716E-02 -9.09719E-04  6.36615E-03  1.41830E-03 -2.12382E-03  1.16361E-02 -2.84559E-04 -3.56470E-04  1.94187E-03  1.03767E-02   -19155.9168464723
         1203  3.36687E+00  3.23206E+00 -6.33313E-01 -2.03116E-01  7.23227E-01  1.14379E+00  3.33978E-01  1.89581E-01  7.04436E-01  2.30218E+00 -1.03614E-01  1.00000E+00  8.78716E-03  1.48875E-04  6.09536E-03  1.51419E-03 -2.00247E-03  1.06838E-02 -6.80422E-04 -5.74010E-05  1.82243E-03  9.14330E-03   -19062.0098161747
         1204  3.33423E+00  3.25215E+00 -6.21700E-01 -2.07954E-01  7.78186E-01  1.14590E+00  3.20366E-01  1.89758E-01  7.04108E-01  2.31740E+00 -1.03614E-01  1.00000E+00  9.02791E-03  2.85641E-05  6.27719E-03  5.52800E-04 -1.82044E-03  1.02497E-02 -1.28397E-03 -2.70490E-04  3.19749E-03  9.26600E-03   -19209.6524026344
         1205  3.33070E+00  3.23290E+00 -6.18784E-01 -1.99239E-01  7.73555E-01  1.13151E+00  3.25157E-01  1.93743E-01  7.02712E-01  2.29731E+00 -1.04925E-01  1.00000E+00  9.88396E-03  1.68314E-04  6.03247E-03  1.56470E-03 -2.31960E-03  9.94333E-03  4.10586E-04 -5.12191E-04  2.94532E-03  9.45123E-03   -19145.3816659307
         1206  3.33989E+00  3.24854E+00 -6.25360E-01 -2.04380E-01  7.34986E-01  1.09022E+00  3.32814E-01  2.02322E-01  7.06268E-01  2.29397E+00 -1.02881E-01  1.00000E+00  1.04013E-02 -5.76947E-05  6.02552E-03  2.61070E-04 -2.46404E-03  9.32374E-03 -8.51637E-04 -9.60071E-04  3.42929E-03  1.02261E-02   -19216.7549490240
         1207  3.31074E+00  3.24672E+00 -6.19718E-01 -2.07941E-01  7.57741E-01  1.09667E+00  3.25754E-01  2.04338E-01  6.98686E-01  2.29708E+00 -1.02881E-01  1.00000E+00  1.12063E-02 -1.24166E-05  5.69310E-03  5.25430E-04 -1.65116E-03  9.63741E-03 -1.86181E-03 -1.21519E-04  2.30581E-03  1.18489E-02   -19133.9908344905
         1208  3.30731E+00  3.29028E+00 -6.15905E-01 -2.19935E-01  7.31642E-01  1.08515E+00  3.39168E-01  2.08380E-01  6.94484E-01  2.29772E+00 -1.02881E-01  1.00000E+00  8.92450E-03 -5.05448E-04  6.88647E-03  9.64018E-04 -1.61295E-03  8.79005E-03 -1.35457E-03 -2.77047E-04  1.44060E-03  1.05907E-02   -19196.2962994753
         1209  3.34748E+00  3.20234E+00 -6.23215E-01 -1.94560E-01  7.35819E-01  1.13347E+00  3.40127E-01  1.92287E-01  6.92646E-01  2.29576E+00 -1.01107E-01  1.00000E+00  9.43218E-03 -4.24922E-04  6.22115E-03  3.78427E-04 -5.59231E-04  8.83065E-03 -1.38968E-03  3.31505E-04  1.54902E-03  1.00634E-02   -19211.6166437811
         1210  3.29212E+00  3.27669E+00 -6.09134E-01 -2.16285E-01  7.19935E-01  1.11371E+00  3.42641E-01  1.98287E-01  6.95373E-01  2.29898E+00 -1.01107E-01  1.00000E+00  9.32578E-03  1.23244E-04  7.26374E-03  3.46265E-04 -5.62486E-04  9.51715E-03 -1.26489E-03  1.49567E-04  2.10693E-03  1.02732E-02   -19165.7391019725
         1211  3.28971E+00  3.26407E+00 -6.08651E-01 -2.11771E-01  7.14289E-01  1.10029E+00  3.42289E-01  2.03555E-01  6.88477E-01  2.29361E+00 -1.01179E-01  1.00000E+00  9.57660E-03 -3.97155E-05  8.28748E-03 -4.30847E-04 -3.62773E-04  7.64397E-03 -2.38286E-03  5.51944E-04  1.61037E-03  1.13479E-02   -19126.5211968417
         1212  3.28459E+00  3.18552E+00 -6.08193E-01 -1.88978E-01  7.62318E-01  1.12605E+00  3.27110E-01  1.97425E-01  6.79317E-01  2.30272E+00 -1.01179E-01  1.00000E+00  9.70746E-03 -9.56135E-06  8.70134E-03  2.00169E-04 -5.74299E-04  7.84406E-03 -1.12350E-03  4.55894E-04  5.67591E-04  1.05102E-02   -19229.9155791648
         1213  3.24661E+00  3.21442E+00 -6.00144E-01 -1.99648E-01  7.09630E-01  1.08622E+00  3.45815E-01  2.11486E-01  6.73586E-01  2.29738E+00 -1.01912E-01  1.00000E+00  9.58211E-03  2.85978E-04  8.72349E-03  3.72920E-04 -9.39951E-04  8.81532E-03 -1.58863E-03  3.78852E-04 -2.96685E-04  9.27076E-03   -19172.9002798241
         1214  3.23792E+00  3.22331E+00 -5.96324E-01 -2.00683E-01  7.31756E-01  1.10948E+00  3.35850E-01  2.03826E-01  6.75520E-01  2.28874E+00 -1.00596E-01  1.00000E+00  9.86163E-03 -1.92493E-04  9.44709E-03  6.03057E-04 -6.97906E-04  7.12266E-03 -8.73889E-04  7.82712E-04  1.66795E-05  8.61798E-03   -19200.3888652967
         1215  3.32561E+00  3.23766E+00 -6.20319E-01 -2.01175E-01  6.82823E-01  1.08559E+00  3.47643E-01  2.09283E-01  6.65058E-01  2.29155E+00 -1.00753E-01  1.00000E+00  9.01648E-03  4.35165E-04  9.98328E-03  8.55432E-04 -4.01543E-04  6.80493E-03 -2.16655E-03  1.08039E-03 -4.63714E-04  1.02616E-02   -19221.2934710535
         1216  3.30785E+00  3.18498E+00 -6.12131E-01 -1.90598E-01  6.76603E-01  1.08856E+00  3.48446E-01  2.03588E-01  6.67627E-01  2.28842E+00 -1.02779E-01  1.00000E+00  9.98268E-03  1.95199E-04  1.11272E-02  1.09280E-04 -4.17497E-04  7.17423E-03 -2.08110E-03  1.44489E-03 -1.69854E-04  8.52874E-03   -19230.6779125645
         1217  3.28421E+00  3.20960E+00 -6.09567E-01 -1.98483E-01  7.09425E-01  1.12250E+00  3.41970E-01  1.97268E-01  6.69839E-01  2.29716E+00 -1.03138E-01  1.00000E+00  9.05545E-03  4.43322E-05  9.97341E-03 -3.33219E-04 -1.22744E-03  7.80874E-03 -1.08077E-03  1.18015E-03  3.33407E-04  8.74763E-03   -19162.6964525390
         1218  3.28307E+00  3.21153E+00 -6.07977E-01 -1.93291E-01  6.94830E-01  1.15947E+00  3.39545E-01  1.85720E-01  6.77135E-01  2.27442E+00 -1.03138E-01  1.00000E+00  9.54940E-03  2.54151E-04  1.11334E-02  3.73354E-04 -4.68852E-04  8.41111E-03 -1.58057E-03  6.99067E-04 -5.31196E-05  8.24723E-03   -19226.6404917166
         1219  3.26109E+00  3.22772E+00 -6.03864E-01 -2.04797E-01  7.18988E-01  1.08524E+00  3.32938E-01  2.05259E-01  6.72618E-01  2.29289E+00 -9.79591E-02  1.00000E+00  9.45995E-03 -5.85002E-04  1.00202E-02  1.83298E-04 -4.76288E-04  6.88172E-03 -1.58399E-03  9.68929E-04 -3.10196E-04  8.24148E-03   -19373.3773600259
         1220  3.34744E+00  3.27690E+00 -6.27961E-01 -2.17829E-01  6.67107E-01  1.15132E+00  3.50718E-01  1.81433E-01  6.80352E-01  2.29086E+00 -9.79591E-02  1.00000E+00  1.00724E-02 -9.03494E-04  9.66012E-03 -4.36868E-04 -1.06062E-03  5.69021E-03 -2.71631E-03  1.26437E-03 -9.59530E-04  8.29107E-03   -19445.0026861331
         1221  3.30598E+00  3.26570E+00 -6.17849E-01 -2.15705E-01  7.32965E-01  1.16456E+00  3.37360E-01  1.80860E-01  6.90876E-01  2.30196E+00 -9.79591E-02  1.00000E+00  1.06201E-02 -1.87393E-03  1.11504E-02 -2.43500E-04 -2.01922E-04  6.26614E-03 -2.71773E-03  1.55340E-03 -1.87507E-03  7.84117E-03   -19434.7470883419
         1222  3.27593E+00  3.24586E+00 -6.09569E-01 -2.06517E-01  7.29312E-01  1.12247E+00  3.36778E-01  1.93460E-01  6.82807E-01  2.29990E+00 -9.88708E-02  1.00000E+00  1.00062E-02 -1.87557E-03  1.10237E-02 -2.30373E-04 -4.03201E-04  5.18265E-03 -1.33862E-03  1.47320E-03 -7.26725E-04  7.11706E-03   -19412.6834038840
         1223  3.31142E+00  3.25736E+00 -6.14978E-01 -2.07836E-01  7.14513E-01  1.11326E+00  3.40487E-01  1.98172E-01  6.79702E-01  2.28227E+00 -9.88708E-02  1.00000E+00  9.70277E-03 -1.03786E-03  1.00585E-02 -2.33372E-04 -6.15327E-04  5.12769E-03 -2.74949E-04  1.98568E-03 -1.16511E-03  8.85154E-03   -19433.3603490993
         1224  3.30496E+00  3.24216E+00 -6.11506E-01 -2.03605E-01  7.67070E-01  1.08995E+00  3.23710E-01  2.06838E-01  6.81223E-01  2.28437E+00 -9.71923E-02  1.00000E+00  1.08309E-02  6.21983E-05  8.91298E-03 -2.29692E-04 -4.99030E-04  5.66065E-03 -1.56070E-03  1.17926E-03 -2.00187E-03  8.53680E-03   -19416.3755017793
         1225  3.31739E+00  3.25932E+00 -6.20158E-01 -2.08674E-01  7.57458E-01  1.10063E+00  3.25525E-01  2.08395E-01  6.82297E-01  2.29377E+00 -9.71923E-02  1.00000E+00  1.16937E-02  2.96353E-04  8.48933E-03 -2.09681E-04  2.89086E-04  6.40065E-03 -1.19181E-03  7.17919E-04 -1.54787E-03  7.51285E-03   -19407.1233840576
         1226  3.28332E+00  3.25536E+00 -6.08719E-01 -2.08519E-01  7.36607E-01  1.11445E+00  3.31101E-01  2.00051E-01  6.90008E-01  2.29590E+00 -9.74552E-02  1.00000E+00  1.05382E-02  1.26527E-03  8.76095E-03 -5.68847E-05 -3.62405E-04  4.70946E-03 -5.93552E-04  1.33157E-03 -1.32204E-03  7.73276E-03   -19512.4734480662
         1227  3.31670E+00  3.17051E+00 -6.18406E-01 -1.86583E-01  7.28647E-01  1.08096E+00  3.32801E-01  2.09453E-01  6.93422E-01  2.29609E+00 -9.74552E-02  1.00000E+00  1.25487E-02  4.95912E-04  1.03052E-02  9.52327E-05 -6.32248E-04  4.47148E-03 -6.26769E-05  1.89298E-03 -1.37898E-03  8.72533E-03   -19417.6215607908
         1228  3.27891E+00  3.21004E+00 -6.02608E-01 -1.95518E-01  6.76024E-01  1.10298E+00  3.50238E-01  2.04148E-01  6.89072E-01  2.29088E+00 -9.80385E-02  1.00000E+00  9.85747E-03  7.34770E-04  1.22268E-02  4.36236E-04 -3.72261E-04  4.62522E-03 -6.31267E-04  2.27568E-03 -8.18523E-04  9.36417E-03   -19367.2194729355
         1229  3.30739E+00  3.29553E+00 -6.13846E-01 -2.17443E-01  7.11788E-01  1.06067E+00  3.41516E-01  2.16037E-01  6.90157E-01  2.29920E+00 -9.96546E-02  1.00000E+00  9.63849E-03 -1.58083E-05  1.22661E-02  6.05296E-04  6.22594E-04  5.69041E-03 -4.30886E-04  2.58289E-03 -8.84401E-04  9.30106E-03   -19290.9676017196
         1230  3.26309E+00  3.25137E+00 -6.02526E-01 -2.03713E-01  7.26473E-01  1.10505E+00  3.36201E-01  2.06447E-01  6.84661E-01  2.29329E+00 -1.00820E-01  1.00000E+00  1.02501E-02  9.30122E-04  1.01922E-02  4.94349E-04 -3.49746E-04  6.24793E-03 -6.13864E-04  2.05284E-03 -1.30414E-03  7.61497E-03   -19259.7748493497
         1231  3.23840E+00  3.26700E+00 -5.92244E-01 -2.08257E-01  6.61083E-01  1.07500E+00  3.56932E-01  2.13169E-01  6.83153E-01  2.29237E+00 -1.00161E-01  1.00000E+00  1.00355E-02  3.64242E-04  8.89052E-03  1.08250E-03  3.54887E-04  6.83487E-03 -1.45593E-03  1.40187E-03 -1.02403E-03  6.75543E-03   -19265.9181729795
         1232  3.24662E+00  3.24978E+00 -5.97336E-01 -2.08585E-01  7.19317E-01  1.08725E+00  3.39759E-01  2.07011E-01  6.87563E-01  2.29691E+00 -1.00161E-01  1.00000E+00  1.05471E-02  1.33296E-03  9.23569E-03  6.04659E-04  1.03784E-03  6.86304E-03  5.56706E-05  1.27236E-03 -8.75554E-04  6.96377E-03   -19452.1993311347
         1233  3.25921E+00  3.24633E+00 -5.99869E-01 -2.08007E-01  6.82546E-01  1.08181E+00  3.52183E-01  2.13260E-01  6.95355E-01  2.29506E+00  9.97959E-02  1.00000E+00  1.09602E-02  7.36110E-04  8.93703E-03  1.28167E-03  5.84961E-04  6.13839E-03 -9.16639E-04 -2.04358E-05 -1.35098E-03  6.45703E-03   -19365.9922612428
         1234  3.26634E+00  3.23399E+00 -6.01816E-01 -2.02503E-01  7.42390E-01  1.10881E+00  3.36600E-01  2.01955E-01  6.84595E-01  2.29175E+00  1.02090E-01  1.00000E+00  1.08269E-02  1.31653E-03  8.78995E-03  1.75142E-03  4.72801E-04  6.09230E-03 -9.85531E-04  8.50019E-04 -1.46193E-03  6.14069E-03   -19318.6773766435
         1235  3.34205E+00  3.21371E+00 -6.26404E-01 -1.97503E-01  7.21203E-01  1.14158E+00  3.40307E-01  1.90918E-01  6.86432E-01  2.29274E+00  1.01854E-01  1.00000E+00  9.98731E-03  7.86952E-04  8.14971E-03  1.70868E-03  6.30610E-04  6.50477E-03 -8.93822E-04  1.91148E-03 -1.11709E-03  6.21668E-03   -19362.8016748653
         1236  3.36273E+00  3.23050E+00 -6.30421E-01 -1.98712E-01  7.23624E-01  1.12855E+00  3.40356E-01  1.96177E-01  6.90132E-01  2.29462E+00  1.01854E-01  1.00000E+00  1.01313E-02 -3.07231E-04  8.14566E-03  6.64435E-04  1.30696E-03  7.05149E-03 -1.12697E-03  2.24001E-03 -1.30330E-03  6.66268E-03   -19372.9101688899
         1237  3.29508E+00  3.26257E+00 -6.13085E-01 -2.12368E-01  7.39870E-01  1.15357E+00  3.33022E-01  1.87531E-01  6.89578E-01  2.29493E+00  1.04419E-01  1.00000E+00  1.08425E-02  3.45904E-04  9.02460E-03  1.76286E-03  1.02094E-03  7.96693E-03 -3.14091E-04  2.30772E-03 -2.13925E-03  6.80292E-03   -19400.2790603237
         1238  3.34379E+00  3.25121E+00 -6.26640E-01 -2.06796E-01  7.59455E-01  1.13057E+00  3.28620E-01  1.93348E-01  6.88424E-01  2.29942E+00  1.02542E-01  1.00000E+00  1.16443E-02  1.11501E-03  8.01103E-03  2.22127E-03  1.33421E-03  6.55532E-03 -1.17637E-03  1.22869E-03 -1.31570E-03  7.77032E-03   -19259.6370498162
         1239  3.29794E+00  3.28666E+00 -6.11319E-01 -2.15801E-01  7.73848E-01  1.12274E+00  3.25077E-01  1.92817E-01  6.88573E-01  2.29309E+00  1.02542E-01  1.00000E+00  1.15713E-02  5.04425E-04  7.96066E-03  7.49363E-04  9.67707E-04  7.50079E-03 -5.59030E-04  1.72734E-03 -8.41359E-04  7.34952E-03   -19157.0620075211
         1240  3.35574E+00  3.27934E+00 -6.31136E-01 -2.13006E-01  8.46921E-01  1.08481E+00  3.03336E-01  2.01827E-01  6.93655E-01  2.29458E+00  1.02148E-01  1.00000E+00  1.14634E-02  5.81894E-04  8.36555E-03  9.83390E-04  1.88969E-03  8.00485E-03 -5.43972E-04  1.65013E-03 -1.08275E-03  8.26518E-03   -19181.2002414691
         1241  3.35665E+00  3.23881E+00 -6.30158E-01 -2.08820E-01  7.63348E-01  1.10426E+00  3.27663E-01  1.95010E-01  6.94592E-01  2.29060E+00  1.02148E-01  1.00000E+00  1.12249E-02 -5.80452E-04  8.15695E-03  6.99477E-04  1.85197E-03  8.04019E-03 -8.78861E-04  1.88347E-03 -4.96287E-04  7.91964E-03   -19198.4699971647
         1242  3.29627E+00  3.21111E+00 -6.11856E-01 -1.98619E-01  7.62463E-01  1.08401E+00  3.26325E-01  2.04251E-01  6.80959E-01  2.29537E+00  1.02148E-01  1.00000E+00  8.76632E-03 -3.47358E-04  8.16846E-03  6.04263E-04  1.88847E-03  7.90251E-03 -4.36380E-04  1.99396E-03 -4.30311E-04  8.28584E-03   -19218.4282540334
         1243  3.29148E+00  3.21863E+00 -6.10513E-01 -1.94843E-01  7.38478E-01  1.03003E+00  3.31311E-01  2.21624E-01  6.84735E-01  2.29773E+00  1.02137E-01  1.00000E+00  1.09809E-02 -1.77913E-03  8.08986E-03  5.64560E-04  1.62100E-03  8.31982E-03 -1.68931E-03  1.90288E-03 -2.64818E-04  8.17842E-03   -19264.2177012583
         1244  3.31546E+00  3.22272E+00 -6.17291E-01 -1.98352E-01  6.86906E-01  1.08541E+00  3.47283E-01  2.10346E-01  6.98363E-01  2.29566E+00  1.02137E-01  1.00000E+00  9.60898E-03 -4.80915E-04  7.38057E-03  4.61127E-04  1.09511E-03  7.63476E-03 -9.80370E-04  1.09785E-03  2.35869E-04  8.76222E-03   -19213.5524106531
         1245  3.27698E+00  3.24302E+00 -6.06113E-01 -2.00716E-01  7.05414E-01  1.09024E+00  3.40294E-01  2.05630E-01  6.98325E-01  2.30107E+00  1.02137E-01  1.00000E+00  9.05346E-03 -4.76290E-05  7.90232E-03  7.53121E-04  1.07356E-03  6.71013E-03 -3.57811E-04  1.45595E-03  1.67691E-04  7.69179E-03   -19195.9911618386
         1246  3.30251E+00  3.20256E+00 -6.16571E-01 -1.96797E-01  6.83061E-01  1.09201E+00  3.46357E-01  2.07815E-01  6.96585E-01  2.30613E+00  1.02137E-01  1.00000E+00  1.14402E-02 -9.49852E-04  8.34373E-03  9.76753E-04  1.76368E-03  7.27417E-03 -1.79305E-03  1.44544E-03  5.05639E-04  9.20735E-03   -19213.0974149632
         1247  3.35176E+00  3.24318E+00 -6.29819E-01 -2.04011E-01  7.04554E-01  1.04928E+00  3.42871E-01  2.21281E-01  6.92997E-01  2.29771E+00  1.02137E-01  1.00000E+00  9.97862E-03  1.14429E-03  8.48443E-03  9.62389E-04  8.86267E-04  6.61691E-03  4.77647E-04  1.21724E-03  4.10255E-05  9.04181E-03   -19263.9192223414
         1248  3.33493E+00  3.24168E+00 -6.24335E-01 -2.02158E-01  7.29551E-01  1.14101E+00  3.36741E-01  1.94183E-01  6.99310E-01  2.29727E+00  1.02137E-01  1.00000E+00  1.05780E-02  7.65150E-04  9.21201E-03  1.28933E-03  5.89330E-04  6.82100E-03  2.79961E-04  1.49835E-03 -1.80874E-04  7.77787E-03   -19237.7766179523
         1249  3.25826E+00  3.24037E+00 -6.01369E-01 -1.99924E-01  7.38320E-01  1.09186E+00  3.34518E-01  2.08055E-01  7.01486E-01  2.29922E+00  1.02137E-01  1.00000E+00  1.24431E-02  6.02059E-04  8.97351E-03  1.73009E-03  6.09992E-04  8.46199E-03  1.18108E-03  1.72481E-03 -2.29192E-04  7.07211E-03   -19219.8848125757
         1250  3.32357E+00  3.26013E+00 -6.18037E-01 -2.05035E-01  7.22163E-01  1.12391E+00  3.40309E-01  1.99299E-01  7.01022E-01  2.29918E+00  1.02137E-01  1.00000E+00  1.09870E-02  6.40586E-04  9.05235E-03  2.44547E-03  1.03652E-03  7.78401E-03 -3.09978E-04  1.23081E-03 -8.44344E-04  6.76900E-03   -19279.8052083917
         1251  3.30774E+00  3.29778E+00 -6.17340E-01 -2.18151E-01  7.56040E-01  1.10692E+00  3.28931E-01  2.04426E-01  6.89819E-01  2.29908E+00  1.02137E-01  1.00000E+00  1.05134E-02  4.61250E-04  7.55977E-03  2.18771E-03  8.53114E-04  8.42443E-03 -2.78873E-04  1.21945E-03 -1.21558E-03  7.08913E-03   -19194.4191598979
