TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         3963  1.70329E+00  1.55562E+00  7.22397E-01  2.31992E+00  5.09318E-02  2.03032E-01  1.98566E-02  1.43069E-01  1.69050E-02  1.19386E-02  1.22739E-01 -2.83388E-02  1.90467E-02  1.70218E-02  1.25690E-01   -2364.83314137719
         3964  1.64255E+00  1.52816E+00  7.84009E-01  2.35431E+00  5.34316E-02  2.12441E-01  3.86560E-02  1.34027E-01  6.44016E-03  1.27585E-02  1.79918E-01  1.14362E-03  1.81352E-02  1.87727E-02  1.58628E-01   -2281.90464598228
         3965  1.57209E+00  1.53827E+00  8.06477E-01  2.38414E+00  5.39521E-02  2.20727E-01  1.41956E-02  1.40049E-01  2.42179E-02  2.25583E-02  1.77852E-01 -1.56664E-02  1.30306E-02  2.17691E-02  1.52392E-01   -2332.84565831144
         3966  1.66804E+00  1.56958E+00  7.90898E-01  2.32809E+00  5.13358E-02  1.71267E-01  1.77527E-02  1.76908E-01  2.94276E-02  1.43335E-02  1.79255E-01 -1.91398E-02  7.23224E-03  6.35557E-03  1.33487E-01   -2313.15189097082
         3967  1.63479E+00  1.63766E+00  7.56075E-01  2.40941E+00  4.60224E-02  2.16313E-01  5.57653E-02  1.57135E-01  4.30656E-02  3.94887E-03  2.62110E-01 -9.61540E-03  3.96938E-02 -6.88828E-03  1.56586E-01   -2322.25520663577
         3968  1.61195E+00  1.64236E+00  6.93631E-01  2.34577E+00  4.88987E-02  1.85580E-01 -1.05157E-02  1.36634E-01 -2.41764E-03  1.93685E-03  2.39266E-01  1.39093E-02  1.59928E-02  6.02168E-03  1.59938E-01   -2328.42217560230
         3969  1.59895E+00  1.61331E+00  8.39221E-01  2.39064E+00  5.23022E-02  1.58515E-01  1.28029E-02  1.36582E-01  2.04437E-02  2.61080E-02  2.43816E-01  1.55276E-02  7.22655E-03  2.32568E-02  1.33075E-01   -2282.49478058987
         3970  1.64995E+00  1.60628E+00  9.70022E-01  2.36843E+00  6.00516E-02  1.79512E-01  3.60258E-02  1.31438E-01  4.95620E-02  4.00848E-02  2.48797E-01 -2.43523E-02 -2.92941E-02  3.66355E-02  1.34852E-01   -2265.89216668910
         3971  1.68084E+00  1.57965E+00  9.45738E-01  2.37980E+00  5.98223E-02  1.83109E-01  1.08980E-02  1.15130E-01  1.65729E-02 -2.34555E-02  1.92054E-01  1.57668E-02 -1.09895E-04  3.20512E-02  1.64315E-01   -2239.59763595537
         3972  1.60133E+00  1.57045E+00  9.20649E-01  2.32542E+00  7.25628E-02  2.07163E-01 -8.43449E-03  1.15927E-01  3.89304E-02 -1.30521E-02  2.22430E-01  2.79968E-02  3.33485E-02  1.93629E-02  1.74091E-01   -2223.81302855906
         3973  1.54171E+00  1.53857E+00  8.30242E-01  2.30820E+00  6.53370E-02  1.75883E-01 -2.18916E-02  1.70581E-01  2.64018E-04 -6.33953E-02  2.64796E-01 -1.85295E-02  3.86930E-02  3.53281E-02  1.65138E-01   -2264.00008285579
         3974  1.68777E+00  1.57536E+00  6.80903E-01  2.30256E+00  5.77389E-02  1.56868E-01 -2.29213E-02  2.11615E-01 -4.33682E-02 -8.86638E-03  2.98460E-01 -5.40969E-02  8.02038E-02  5.89411E-02  2.11515E-01   -2273.90817383458
         3975  1.68615E+00  1.55687E+00  6.42625E-01  2.34759E+00  5.21898E-02  1.50001E-01 -1.76887E-02  1.90678E-01  1.46724E-03 -1.86183E-02  2.67943E-01  1.36657E-03  5.32594E-02  4.20415E-02  1.69844E-01   -2272.21686986520
         3976  1.52800E+00  1.59415E+00  7.34521E-01  2.34511E+00  5.54978E-02  1.30661E-01 -2.05736E-02  1.95387E-01 -1.55922E-02 -3.10042E-02  2.52008E-01 -3.22082E-02  4.06392E-02  6.00543E-02  1.69458E-01   -2287.53178627036
         3977  1.61691E+00  1.53977E+00  7.47037E-01  2.40001E+00  5.35148E-02  1.29053E-01 -3.35476E-02  2.03500E-01 -1.59676E-02 -4.14768E-02  2.81249E-01 -3.49933E-02  1.33598E-02  1.08336E-01  1.92970E-01   -2325.65159903544
         3978  1.68010E+00  1.51933E+00  7.16352E-01  2.33941E+00  5.36128E-02  9.99965E-02 -2.17680E-02  1.87109E-01  9.94413E-03 -5.05485E-02  2.25299E-01 -2.15692E-02  2.73712E-02  3.62985E-02  1.73589E-01   -2355.58549094442
         3979  1.57796E+00  1.62993E+00  7.70578E-01  2.43859E+00  4.80436E-02  1.70302E-01 -1.92547E-02  1.64726E-01 -9.87511E-03  1.11869E-02  2.37032E-01 -1.97035E-02  3.56319E-02  5.84583E-02  1.37254E-01   -2336.27545942446
         3980  1.58703E+00  1.50168E+00  8.31165E-01  2.30568E+00  5.73289E-02  1.77981E-01 -2.32846E-02  1.57355E-01 -8.06647E-03  7.21137E-03  2.27584E-01 -1.53874E-02  5.73249E-02  4.35721E-02  1.68033E-01   -2313.32258928601
         3981  1.67930E+00  1.53040E+00  8.39968E-01  2.41912E+00  5.87746E-02  1.38653E-01 -1.42093E-02  1.80925E-01 -2.41395E-02  1.63032E-03  2.08164E-01 -5.77812E-02  9.50588E-02  6.03362E-02  2.10892E-01   -2241.82286966260
         3982  1.63083E+00  1.57579E+00  7.49868E-01  2.46057E+00  5.81156E-02  1.42819E-01  1.70430E-02  1.72714E-01  6.05563E-03  2.64243E-02  2.75958E-01  3.36602E-03  7.47711E-02  7.24377E-02  2.04587E-01   -2204.03226801922
         3983  1.62773E+00  1.60035E+00  8.14083E-01  2.39519E+00  6.52789E-02  2.22900E-01  2.09107E-02  1.47306E-01  7.70357E-02  2.57653E-02  2.37597E-01  3.51229E-02  5.41098E-02  5.38496E-02  2.29021E-01   -2244.26343046056
         3984  1.71715E+00  1.60979E+00  7.89829E-01  2.36099E+00  6.03075E-02  1.63597E-01  1.73252E-02  1.33438E-01  1.84645E-02  9.05334E-03  2.54309E-01  9.65480E-03  6.70861E-02  1.13846E-01  2.33945E-01   -2235.81910688327
         3985  1.69616E+00  1.61353E+00  8.02989E-01  2.45079E+00  6.97346E-02  2.33712E-01  7.20672E-03  1.21996E-01  1.61465E-02  4.00100E-02  2.81718E-01 -7.34554E-03  9.11302E-02  1.50352E-01  2.67887E-01   -2253.60612625299
         3986  1.74211E+00  1.71797E+00  8.92551E-01  2.47045E+00  6.32328E-02  1.86587E-01 -3.02084E-03  1.06962E-01  6.00549E-02  3.91500E-02  3.30021E-01  3.01256E-02  7.27769E-02  1.92958E-01  2.49056E-01   -2249.30616889165
         3987  1.63092E+00  1.64335E+00  8.44104E-01  2.43942E+00  5.75088E-02  1.56323E-01 -9.16421E-04  1.11376E-01  6.53296E-02  6.11676E-04  3.29712E-01  1.47169E-02  7.05585E-02  7.78899E-02  2.41237E-01   -2258.52130410922
         3988  1.59080E+00  1.58775E+00  8.55781E-01  2.38548E+00  6.13827E-02  1.78947E-01 -1.06770E-02  1.11967E-01  7.56542E-02  1.61188E-02  3.41823E-01  3.40451E-02  3.38532E-02  1.55544E-01  2.41948E-01   -2284.55092221602
         3989  1.63047E+00  1.56030E+00  7.55329E-01  2.37528E+00  5.85962E-02  1.83251E-01 -2.04032E-02  1.13572E-01  4.74456E-02  7.58849E-03  2.32382E-01  1.95595E-02  7.36509E-03  5.48204E-02  1.87389E-01   -2292.69015825796
         3990  1.67368E+00  1.57708E+00  7.20648E-01  2.36774E+00  6.00912E-02  1.72471E-01  5.46516E-03  1.17947E-01  4.90040E-02  3.51557E-02  2.96088E-01 -1.43658E-02  2.57442E-02  1.02520E-02  1.51434E-01   -2286.41681059847
         3991  1.66908E+00  1.52548E+00  7.37603E-01  2.39408E+00  5.69571E-02  1.79150E-01 -1.85953E-03  1.49970E-01  3.92874E-02 -2.44105E-02  2.62947E-01 -3.99221E-02  3.90136E-02 -1.13310E-02  1.63218E-01   -2276.39903791705
         3992  1.67878E+00  1.56268E+00  7.84282E-01  2.47269E+00  5.98324E-02  1.54509E-01 -1.06798E-02  1.47081E-01  1.38713E-02 -1.07051E-03  2.25509E-01 -4.88695E-02  4.94966E-02  1.78237E-02  1.65693E-01   -2248.31886781173
         3993  1.59959E+00  1.51174E+00  7.18882E-01  2.38059E+00  6.01442E-02  1.61844E-01  5.59469E-03  1.14869E-01 -2.46028E-02  2.38528E-02  1.75293E-01 -3.23456E-02  3.01306E-02 -1.27689E-03  1.39730E-01   -2345.54475865625
         3994  1.59915E+00  1.54917E+00  8.08802E-01  2.39187E+00  6.79331E-02  1.70916E-01  2.35880E-02  1.18683E-01  1.46187E-02  3.50385E-02  1.59524E-01 -5.77131E-02  2.47188E-02  1.01606E-02  1.50456E-01   -2274.27149744685
         3995  1.61476E+00  1.52682E+00  8.21100E-01  2.39862E+00  7.16456E-02  1.45671E-01  1.15620E-03  1.50945E-01  2.13770E-02  4.89247E-02  1.58935E-01 -2.83506E-02  3.97548E-02  9.40532E-03  1.20793E-01   -2257.94879284879
         3996  1.61525E+00  1.54712E+00  7.78480E-01  2.39802E+00  7.75847E-02  1.59343E-01  1.90718E-02  1.30087E-01  1.78472E-02  1.76800E-02  1.25459E-01 -4.45980E-02  1.13143E-02 -9.09514E-03  1.36674E-01   -2236.97859631039
         3997  1.69989E+00  1.61975E+00  8.24671E-01  2.41013E+00  7.22728E-02  1.95591E-01  2.84594E-03  1.15678E-01 -5.84163E-03 -1.32197E-02  1.04116E-01 -6.26099E-02  1.06376E-02 -2.09894E-02  1.45551E-01   -2274.09719155533
         3998  1.65436E+00  1.57863E+00  6.78198E-01  2.40573E+00  6.96499E-02  1.74852E-01 -2.03886E-04  1.53322E-01  1.19148E-02 -5.69995E-02  1.31869E-01 -4.61139E-03  3.94851E-02 -2.09709E-02  1.25794E-01   -2245.36352651214
         3999  1.60788E+00  1.48720E+00  7.34196E-01  2.33281E+00  7.33744E-02  1.71521E-01  3.33726E-02  2.13135E-01  2.72569E-03 -7.92856E-02  1.64496E-01 -8.26825E-03  3.83371E-02 -2.75428E-03  1.09852E-01   -2244.11929747134
         4000  1.58661E+00  1.58463E+00  7.46092E-01  2.38662E+00  6.59580E-02  1.66933E-01  1.96594E-02  2.31201E-01 -4.59391E-02 -7.48875E-02  1.61675E-01 -1.59571E-02  5.19964E-02 -5.54828E-03  9.66566E-02   -2262.52800514039
         4001  1.64142E+00  1.44003E+00  7.46526E-01  2.37071E+00  6.45752E-02  1.47893E-01 -4.63985E-02  1.66957E-01 -3.30608E-02 -4.91604E-02  1.86243E-01 -5.76337E-02  8.70580E-02 -7.73460E-03  1.76065E-01   -2228.34573752646
         4002  1.61866E+00  1.47892E+00  7.30070E-01  2.37279E+00  6.83829E-02  1.81825E-01 -3.24326E-02  1.30478E-01 -2.92820E-02 -2.75075E-02  1.94392E-01 -7.04462E-02  5.05699E-02  1.16593E-02  1.73106E-01   -2197.41574646731
         4003  1.60391E+00  1.44242E+00  7.36628E-01  2.36488E+00  7.16778E-02  1.88597E-01 -2.31281E-02  1.10652E-01 -8.74621E-03 -4.13170E-02  2.10066E-01 -7.79058E-02  2.86942E-02  1.50658E-03  1.48073E-01   -2256.84040686416
         4004  1.61231E+00  1.44841E+00  7.96989E-01  2.32253E+00  6.31250E-02  1.41617E-01 -2.21106E-02  1.66464E-01 -2.18625E-02 -8.03201E-02  2.55601E-01 -3.04259E-02  1.76792E-02  1.97454E-02  1.29296E-01   -2258.38266857257
         4005  1.65266E+00  1.50997E+00  6.33992E-01  2.35017E+00  5.71437E-02  1.24921E-01 -1.93577E-02  1.19299E-01 -8.59761E-03 -1.59899E-02  1.79714E-01 -2.71617E-02  2.29117E-02  1.51259E-02  1.77735E-01   -2306.14478479801
         4006  1.67576E+00  1.55005E+00  7.62654E-01  2.34042E+00  5.64565E-02  1.67502E-01 -2.99360E-02  1.59084E-01 -5.31521E-02 -2.71325E-02  2.08175E-01 -1.70691E-02  5.18034E-02 -6.14498E-02  1.69957E-01   -2322.34954690741
         4007  1.63728E+00  1.57709E+00  7.32554E-01  2.37812E+00  5.85773E-02  1.77502E-01 -1.77244E-02  1.66013E-01 -1.78141E-02 -5.90687E-02  1.57047E-01 -4.48966E-02  3.86627E-02 -1.72970E-02  1.54944E-01   -2299.55970545219
         4008  1.72517E+00  1.52339E+00  7.23822E-01  2.33621E+00  6.68326E-02  1.88783E-01  2.12588E-02  1.43208E-01 -3.67995E-02 -9.64373E-03  1.42029E-01 -7.45333E-02 -6.96879E-04  3.39232E-02  1.84675E-01   -2278.02109691549
         4009  1.62427E+00  1.48956E+00  7.79429E-01  2.42935E+00  6.71591E-02  1.67087E-01 -3.23860E-02  1.55819E-01 -1.34737E-03  1.27031E-02  2.02867E-01 -3.79764E-02  5.56389E-03  5.27417E-02  1.39942E-01   -2265.46436619629
         4010  1.67339E+00  1.54622E+00  8.36119E-01  2.32937E+00  5.87785E-02  1.79487E-01 -4.89515E-02  2.06496E-01  4.30310E-03 -2.90778E-02  1.63651E-01 -3.12826E-02  2.54199E-02  1.84332E-02  1.62799E-01   -2311.75242459029
         4011  1.64626E+00  1.45182E+00  8.09950E-01  2.36235E+00  4.85418E-02  1.62312E-01 -5.62616E-03  1.52103E-01 -1.34519E-02 -2.37782E-03  1.95502E-01 -1.43537E-02  2.22015E-02  3.59550E-02  1.25688E-01   -2328.08340820031
         4012  1.63856E+00  1.52038E+00  6.60414E-01  2.25691E+00  5.55233E-02  1.78022E-01  9.78464E-03  1.77565E-01 -1.47129E-02 -1.88471E-02  1.82016E-01 -4.67982E-03  6.38178E-02 -1.49671E-02  1.66539E-01   -2310.15313819135
         4013  1.68506E+00  1.48169E+00  6.59587E-01  2.36344E+00  5.51832E-02  1.93893E-01 -3.76511E-02  1.84010E-01 -2.09318E-02 -1.50768E-04  1.56405E-01 -2.37170E-02  7.83767E-03 -1.84822E-02  1.59558E-01   -2319.56217581780
         4014  1.70016E+00  1.51017E+00  7.02879E-01  2.35718E+00  5.84526E-02  1.93105E-01  1.29764E-02  1.52220E-01 -4.34280E-02 -3.76627E-02  1.71962E-01 -4.01809E-02 -1.57711E-02  4.54340E-02  1.22377E-01   -2343.65373145228
         4015  1.61834E+00  1.53068E+00  6.93233E-01  2.30294E+00  5.76974E-02  1.61610E-01  1.79446E-02  1.83682E-01 -2.77161E-02 -4.41908E-02  1.55879E-01 -9.84237E-03  2.81022E-02 -4.67387E-04  1.12644E-01   -2316.06276330071
         4016  1.59730E+00  1.50735E+00  6.97249E-01  2.32502E+00  6.01395E-02  1.74366E-01  1.91448E-02  1.54593E-01 -1.33653E-02 -6.14028E-03  1.42363E-01 -1.19555E-02  3.50905E-02  2.66882E-03  1.25744E-01   -2289.56411948157
         4017  1.59820E+00  1.51767E+00  6.86473E-01  2.32463E+00  6.47090E-02  1.36472E-01 -1.42410E-04  2.14000E-01 -9.18903E-05 -7.78171E-03  1.18779E-01 -2.15827E-02  4.84163E-02  9.20590E-03  1.82527E-01   -2271.94026176464
         4018  1.65717E+00  1.53227E+00  7.73436E-01  2.35334E+00  5.96044E-02  2.01141E-01 -8.18799E-04  1.69772E-01 -3.29365E-02 -2.97570E-02  2.26240E-01 -3.77032E-02  7.48275E-02 -6.80551E-04  2.08258E-01   -2294.21503956698
         4019  1.58613E+00  1.55719E+00  9.16567E-01  2.34456E+00  5.64504E-02  2.09903E-01 -2.27210E-03  1.46026E-01 -1.62675E-02  1.22396E-02  1.66859E-01 -5.41535E-03  4.66989E-02  4.94068E-02  1.56314E-01   -2315.52402639142
         4020  1.65274E+00  1.50858E+00  8.53685E-01  2.38230E+00  5.33008E-02  1.69807E-01  1.23972E-03  1.34785E-01 -2.78519E-03 -1.76454E-02  1.61199E-01  6.97725E-03  3.59104E-02  2.52037E-02  1.61925E-01   -2302.88931869245
         4021  1.57092E+00  1.45190E+00  7.15864E-01  2.44626E+00  6.72843E-02  1.88502E-01 -5.04391E-04  1.57342E-01  2.68561E-02 -4.42072E-02  1.88454E-01 -1.28512E-02  1.73554E-02 -6.66716E-03  1.58552E-01   -2262.50957818450
         4022  1.66351E+00  1.58310E+00  8.06979E-01  2.45398E+00  6.79887E-02  2.60864E-01  3.29633E-02  1.89197E-01  5.12311E-02 -8.04797E-02  2.17864E-01  3.85254E-02  2.52999E-02  6.52367E-03  1.23556E-01   -2159.32844673408
         4023  1.76262E+00  1.56936E+00  7.78624E-01  2.32117E+00  7.97707E-02  1.54640E-01  1.74725E-02  1.77078E-01 -1.97149E-03 -4.70266E-03  1.61063E-01  3.72185E-03  4.87041E-02  2.15444E-02  1.47125E-01   -2204.43428548198
         4024  1.63592E+00  1.55543E+00  7.80533E-01  2.39055E+00  7.42403E-02  1.47612E-01 -4.43365E-03  1.55722E-01 -2.92644E-03 -2.39888E-02  1.84241E-01 -2.80315E-02  2.47597E-02  2.50186E-02  1.54403E-01   -2289.50999810206
         4025  1.61884E+00  1.62289E+00  7.20780E-01  2.40212E+00  6.44156E-02  1.74100E-01 -3.59261E-03  1.62196E-01 -2.64593E-02 -4.76308E-02  1.46798E-01 -3.60560E-02 -1.75103E-02  3.59000E-02  1.55612E-01   -2217.12632669793
         4026  1.66356E+00  1.53843E+00  7.38733E-01  2.37218E+00  6.17234E-02  1.65401E-01 -1.28414E-03  1.56780E-01 -3.16947E-02 -6.28578E-02  2.20472E-01 -3.30248E-02 -2.02972E-03  5.04586E-02  2.06644E-01   -2260.72821589430
         4027  1.69814E+00  1.52939E+00  7.16988E-01  2.37831E+00  6.75732E-02  2.24834E-01 -2.10959E-02  1.81933E-01 -4.82057E-02 -3.29864E-02  1.89328E-01 -4.77105E-02 -5.24399E-03  2.89938E-02  1.25896E-01   -2307.26974587284
         4028  1.69697E+00  1.51399E+00  7.27288E-01  2.30195E+00  5.94135E-02  1.57358E-01 -2.15327E-02  1.27996E-01 -2.75268E-02 -1.94912E-02  1.18761E-01 -2.94411E-02 -7.42041E-03  2.12110E-02  1.29123E-01   -2374.71873214167
         4029  1.58472E+00  1.55393E+00  7.38582E-01  2.39750E+00  6.02857E-02  1.76019E-01 -2.55886E-02  1.34655E-01 -1.06997E-02 -3.12131E-02  1.35581E-01 -2.04706E-02  2.50177E-02  1.12513E-03  1.30341E-01   -2328.39592395132
         4030  1.62701E+00  1.57666E+00  7.53192E-01  2.41469E+00  6.53052E-02  1.33020E-01 -9.69704E-03  1.35461E-01  1.52912E-02 -3.45422E-02  1.69445E-01 -1.82100E-02  4.23056E-02 -9.31240E-03  1.54224E-01   -2347.50572343540
         4031  1.67249E+00  1.50938E+00  7.32833E-01  2.32490E+00  5.04387E-02  1.45074E-01  2.17364E-02  1.41015E-01 -1.94114E-02 -5.22061E-02  1.15803E-01 -5.07431E-02  5.50293E-03  1.91537E-03  1.87754E-01   -2374.96466311967
         4032  1.62677E+00  1.47916E+00  8.10696E-01  2.27165E+00  5.49469E-02  1.61192E-01  3.17181E-02  1.36343E-01 -6.03234E-02 -9.67538E-02  1.80280E-01 -5.09772E-02 -1.78973E-02  3.78447E-02  1.18041E-01   -2396.30059055269
         4033  1.60520E+00  1.52135E+00  7.24391E-01  2.32876E+00  5.78267E-02  1.64328E-01 -2.16843E-02  1.52561E-01 -2.61584E-02 -7.55325E-02  1.39238E-01 -1.50297E-02 -1.39833E-02  3.07769E-02  1.12806E-01   -2343.43041983938
         4034  1.63594E+00  1.54232E+00  7.12389E-01  2.33125E+00  6.16061E-02  1.35327E-01 -7.08314E-03  1.16303E-01 -1.85186E-02 -4.57139E-02  1.26496E-01 -2.47934E-02 -1.26024E-02  3.51889E-02  1.55249E-01   -2325.15681412433
         4035  1.62894E+00  1.55718E+00  8.54556E-01  2.36131E+00  6.60573E-02  1.33740E-01 -7.25373E-03  1.56030E-01  6.22410E-03 -3.48597E-02  1.03072E-01  4.56117E-03 -1.91061E-02  1.56923E-02  1.59875E-01   -2281.25867814060
         4036  1.64529E+00  1.54353E+00  7.93159E-01  2.34954E+00  6.29289E-02  1.38391E-01 -2.39736E-02  1.47437E-01  9.68688E-04 -1.72379E-02  1.13791E-01 -5.61392E-03 -2.70776E-03  1.34145E-02  1.75980E-01   -2297.69703852394
         4037  1.71874E+00  1.53545E+00  8.26346E-01  2.35680E+00  6.02874E-02  1.71671E-01 -5.38199E-02  1.97704E-01  2.12689E-03 -1.78795E-02  1.15629E-01 -1.39622E-02  3.43882E-02  2.47658E-02  1.35032E-01   -2318.16429191349
         4038  1.56594E+00  1.47667E+00  7.80404E-01  2.35564E+00  6.64206E-02  1.67222E-01 -2.81626E-02  1.51850E-01  5.19338E-03 -1.64046E-02  1.25673E-01 -2.02195E-02  1.93418E-03  1.11981E-03  1.11827E-01   -2346.93569509480
         4039  1.66749E+00  1.54282E+00  7.50830E-01  2.33540E+00  6.01135E-02  1.61915E-01 -2.44700E-02  1.31434E-01 -1.76591E-02 -2.30817E-02  1.48563E-01 -3.13028E-02 -4.76792E-03  2.68817E-02  1.38840E-01   -2310.58704545787
         4040  1.63613E+00  1.57142E+00  6.95961E-01  2.30085E+00  6.49206E-02  1.24957E-01 -3.69074E-02  1.57523E-01 -1.20616E-02 -4.23471E-02  1.65140E-01 -6.66346E-03  9.11910E-03  4.20668E-03  1.27716E-01   -2250.59954148322
         4041  1.59281E+00  1.65157E+00  7.51272E-01  2.33930E+00  6.21313E-02  1.74164E-01 -3.02209E-02  1.31460E-01 -2.71112E-02 -2.63842E-03  1.68902E-01 -4.06010E-02 -1.51928E-03  1.18057E-02  1.40905E-01   -2303.51718794259
         4042  1.53481E+00  1.59513E+00  7.39862E-01  2.31723E+00  6.53793E-02  1.91393E-01 -3.96787E-02  1.30401E-01 -1.48524E-02  2.82430E-02  1.68629E-01 -2.38836E-02 -1.00085E-02  1.42783E-02  1.49055E-01   -2324.76270709551
         4043  1.62425E+00  1.56134E+00  8.07518E-01  2.26673E+00  6.45593E-02  1.74721E-01 -1.06187E-02  9.49734E-02 -5.45651E-03 -6.02820E-03  1.62053E-01 -6.92277E-03  5.36285E-03  8.16682E-03  1.16443E-01   -2294.76342616341
         4044  1.61168E+00  1.53565E+00  6.78836E-01  2.28032E+00  6.86917E-02  1.61223E-01 -6.95108E-03  1.13621E-01  2.14316E-02 -2.24664E-02  1.60729E-01 -2.74784E-02 -9.72899E-03  3.85553E-02  1.25728E-01   -2278.30399900009
         4045  1.65933E+00  1.57554E+00  6.31598E-01  2.27549E+00  6.65223E-02  1.72641E-01 -2.54127E-02  1.11548E-01  4.49041E-03 -4.63819E-03  1.81718E-01 -4.90784E-02  2.02845E-02  2.56216E-02  1.50430E-01   -2273.30320854300
         4046  1.66396E+00  1.51326E+00  6.02556E-01  2.15370E+00  6.36532E-02  1.62691E-01  1.53922E-02  1.08773E-01  1.07649E-02  1.67705E-02  1.42127E-01  9.43092E-03 -1.31704E-03  1.36067E-02  1.90788E-01   -2349.06125119004
         4047  1.57406E+00  1.57414E+00  6.12614E-01  2.25642E+00  5.68836E-02  1.68738E-01 -1.36543E-02  9.58653E-02  2.21301E-02  6.64284E-03  1.59535E-01  1.88951E-02  1.54446E-02  5.75728E-03  1.60834E-01   -2357.47518046153
         4048  1.57003E+00  1.55829E+00  6.92767E-01  2.27503E+00  5.24831E-02  1.98882E-01 -1.82950E-02  1.25738E-01  4.12631E-02  5.40974E-03  1.53168E-01 -2.24187E-02  4.39255E-03 -1.48422E-02  1.23074E-01   -2412.97272745581
         4049  1.62513E+00  1.53267E+00  7.14347E-01  2.25615E+00  5.49215E-02  2.05902E-01  7.53371E-03  1.47725E-01  4.18165E-02 -2.71613E-02  1.42811E-01 -3.70665E-02 -1.46057E-02  1.24425E-03  1.20729E-01   -2351.02020784290
         4050  1.61356E+00  1.57098E+00  7.44881E-01  2.37916E+00  5.96010E-02  1.76256E-01  1.28959E-02  1.43260E-01  2.81336E-05 -1.45896E-02  1.37884E-01 -9.07063E-03 -3.53784E-03  3.14094E-03  1.17303E-01   -2219.46666177891
         4051  1.74339E+00  1.57948E+00  7.42961E-01  2.31577E+00  7.34766E-02  1.83976E-01  1.81011E-02  1.42459E-01 -2.27125E-03  2.00056E-03  1.46072E-01 -4.10181E-02  5.36337E-03 -7.37130E-03  1.48713E-01   -2257.60844786213
         4052  1.63599E+00  1.65651E+00  6.86433E-01  2.34614E+00  7.09762E-02  1.52228E-01 -2.08482E-02  2.03150E-01 -1.00845E-02 -4.48139E-02  1.43781E-01 -3.68112E-02  1.58677E-02 -4.00613E-03  1.23825E-01   -2250.60562801923
         4053  1.65305E+00  1.69412E+00  7.21263E-01  2.29172E+00  6.97385E-02  1.94471E-01 -1.95084E-02  1.70180E-01 -3.15065E-02  2.93517E-02  1.44905E-01 -2.85914E-02 -3.38272E-03  1.53884E-05  1.39832E-01   -2207.25010863075
         4054  1.69861E+00  1.60239E+00  6.97950E-01  2.30277E+00  7.52765E-02  1.62208E-01 -1.42004E-02  1.64963E-01 -4.61201E-02  1.87637E-02  2.03028E-01 -1.85429E-02  4.83459E-02  1.88982E-02  1.49457E-01   -2231.22122949161
         4055  1.70741E+00  1.67454E+00  7.79138E-01  2.38387E+00  6.37125E-02  1.52131E-01  1.46493E-02  1.50395E-01 -1.37296E-02 -1.21920E-02  2.08560E-01 -3.10325E-04  2.94250E-02 -9.04225E-03  1.38779E-01   -2293.74333351008
         4056  1.60309E+00  1.61851E+00  8.14294E-01  2.40517E+00  7.40150E-02  2.30136E-01  4.35045E-03  1.39579E-01  3.83966E-02  2.02245E-02  1.88823E-01  7.32548E-03  3.13706E-02  8.86883E-03  1.29328E-01   -2286.39667748427
         4057  1.66330E+00  1.62881E+00  7.58879E-01  2.37442E+00  6.61908E-02  1.60079E-01  1.28518E-02  1.34319E-01  2.29795E-02  4.16994E-02  1.81656E-01 -2.99507E-02  2.55656E-02 -2.24218E-02  9.83414E-02   -2342.83302991409
         4058  1.67526E+00  1.55994E+00  7.57991E-01  2.38105E+00  6.05961E-02  1.96531E-01  2.03363E-02  9.83703E-02  2.37882E-02  3.14221E-02  1.69320E-01 -2.54988E-02  1.62030E-02  2.86200E-02  1.00153E-01   -2341.75067805874
         4059  1.65397E+00  1.60670E+00  8.11888E-01  2.40644E+00  6.63493E-02  2.39448E-01  6.45558E-02  1.16623E-01  5.78376E-02  2.91123E-02  1.78357E-01 -1.83666E-02 -6.49831E-04  1.11949E-02  1.15548E-01   -2268.38988001444
         4060  1.61492E+00  1.60920E+00  7.58152E-01  2.37432E+00  6.69918E-02  3.09747E-01  7.84645E-02  1.44506E-01  6.69290E-02  5.01420E-02  1.63697E-01 -1.45711E-02 -1.64360E-02  2.00528E-02  1.59465E-01   -2311.39847405465
         4061  1.68548E+00  1.58493E+00  8.35932E-01  2.39282E+00  7.12028E-02  2.15420E-01  4.61374E-02  1.24102E-01  5.62456E-02  5.44057E-02  1.41086E-01  5.41353E-02  1.32982E-02  3.58421E-02  1.78194E-01   -2292.71304380500
         4062  1.62808E+00  1.63868E+00  7.96860E-01  2.37011E+00  7.42100E-02  2.16357E-01  1.55297E-02  1.04399E-01  4.90651E-02  1.25780E-02  1.39710E-01  1.56780E-02  5.96143E-03  2.07771E-02  2.16913E-01   -2291.42580880555
         4063  1.76164E+00  1.66288E+00  8.43743E-01  2.43831E+00  7.51843E-02  1.74532E-01 -1.02855E-02  1.03450E-01  5.09979E-02 -1.68635E-03  1.50374E-01  1.99469E-02  1.04866E-02  2.43511E-02  1.64339E-01   -2275.45100619638
