TABLE NO.     6: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   MCMCOBJ
         2662  3.08396E+00  3.01103E+01  1.16267E+01 -7.05637E-01  7.25665E-02  2.26700E-02  1.06288E-01  8.81199E-03  7.55339E-02  3.53082E-02  2.38437E-02  8.08522E-02    5830.31884621663
         2663  3.04454E+00  2.98111E+01  1.12126E+01 -5.60749E-01  7.63309E-02  2.34553E-02  1.04505E-01  4.16972E-03  6.88043E-02  3.12688E-02  2.16045E-02  7.07323E-02    5929.24821219627
         2664  3.01411E+00  2.97236E+01  1.15145E+01 -6.23047E-01  8.41763E-02  2.34395E-02  1.03627E-01  9.47731E-04  8.41686E-02  2.87113E-02  2.52192E-02  7.01947E-02    5873.76276102256
         2665  3.06241E+00  2.94592E+01  1.16202E+01 -6.23100E-01  9.05967E-02  2.20719E-02  1.37498E-01  1.72952E-02  8.50626E-02  5.63315E-02  3.46491E-02  9.60781E-02    5784.15972366452
         2666  3.10807E+00  2.87824E+01  1.15523E+01 -4.90078E-01  7.33568E-02  2.23452E-02  1.17116E-01  1.02656E-02  7.80997E-02  5.13898E-02  2.57475E-02  9.08814E-02    5794.95500456730
         2667  3.08798E+00  2.88777E+01  1.14758E+01 -4.83577E-01  7.35042E-02  2.19496E-02  8.62991E-02 -1.53017E-03  8.90513E-02  3.54479E-02  3.89402E-02  9.60047E-02    5766.34960748708
         2668  3.05416E+00  2.90531E+01  1.15725E+01 -6.32871E-01  8.00970E-02  2.36993E-02  1.14209E-01  3.42456E-03  8.47992E-02  5.70912E-02  2.98206E-02  1.13378E-01    5840.59019873875
         2669  3.05961E+00  2.88532E+01  1.13854E+01 -6.61153E-01  8.06575E-02  2.32539E-02  1.30439E-01  1.00303E-02  7.24090E-02  5.50064E-02  3.79941E-02  1.00638E-01    5778.76816654174
         2670  3.07491E+00  2.86471E+01  1.14076E+01 -6.62533E-01  7.99362E-02  2.31433E-02  9.14234E-02  3.05644E-03  7.90796E-02  3.30153E-02  3.17190E-02  7.82479E-02    5785.20360363915
         2671  3.12974E+00  2.98885E+01  1.15917E+01 -6.77992E-01  7.85655E-02  2.23399E-02  8.66758E-02  8.58677E-03  8.07082E-02  2.61529E-02  3.36886E-02  8.36336E-02    5806.70797586677
         2672  3.20312E+00  2.99039E+01  1.16151E+01 -6.98049E-01  8.28043E-02  2.35208E-02  9.33524E-02  2.99722E-03  6.59667E-02  4.13270E-02  2.00158E-02  8.74919E-02    5741.10893324839
         2673  3.14771E+00  2.92788E+01  1.15617E+01 -5.49699E-01  7.87267E-02  2.28142E-02  9.49212E-02  7.49382E-03  7.90978E-02  3.74580E-02  2.98459E-02  8.30047E-02    5755.80848846458
         2674  3.11379E+00  2.99917E+01  1.16595E+01 -6.87608E-01  8.59880E-02  2.22806E-02  1.25371E-01  2.39376E-03  7.15557E-02  4.97939E-02  2.87735E-02  9.15173E-02    5825.75587759550
         2675  3.10150E+00  2.99935E+01  1.16204E+01 -7.05675E-01  7.91034E-02  2.27031E-02  1.08793E-01  5.15942E-03  8.02624E-02  2.80158E-02  2.75274E-02  7.55995E-02    5837.33341989527
         2676  3.10485E+00  2.95890E+01  1.14633E+01 -8.66968E-01  9.05662E-02  2.33220E-02  1.12672E-01  9.77551E-03  8.63091E-02  4.12076E-02  3.20477E-02  8.75882E-02    5831.58133576779
         2677  3.10989E+00  2.96673E+01  1.13747E+01 -6.19182E-01  8.53958E-02  2.17327E-02  1.04124E-01  3.16384E-03  7.59132E-02  3.77943E-02  2.50740E-02  7.93653E-02    5789.46596805192
         2678  3.17179E+00  2.93477E+01  1.12685E+01 -5.81333E-01  8.39838E-02  2.30394E-02  1.16876E-01  9.76156E-03  7.70209E-02  4.86229E-02  3.35585E-02  8.99365E-02    5839.83356036033
         2679  3.16870E+00  2.91993E+01  1.13389E+01 -5.42578E-01  8.28501E-02  2.39274E-02  9.71634E-02  1.20523E-02  7.53788E-02  4.42043E-02  3.24737E-02  8.60562E-02    5874.55519745867
         2680  3.20264E+00  3.02819E+01  1.17289E+01 -5.85833E-01  7.92924E-02  2.36397E-02  9.68821E-02  7.12604E-04  8.14588E-02  3.48409E-02  2.52839E-02  8.83641E-02    5815.03803158805
         2681  3.12230E+00  2.98323E+01  1.13573E+01 -6.12979E-01  7.64434E-02  2.31768E-02  1.02658E-01  4.69733E-03  8.01716E-02  3.47266E-02  3.49416E-02  8.74642E-02    5828.27906457614
         2682  3.09434E+00  2.99479E+01  1.14261E+01 -6.29039E-01  7.73983E-02  2.28788E-02  1.05602E-01  3.33147E-03  7.60214E-02  3.87701E-02  3.15370E-02  9.02780E-02    5847.66341297702
         2683  3.12426E+00  2.87290E+01  1.11229E+01 -7.26950E-01  8.19769E-02  2.35832E-02  1.08022E-01  2.85143E-03  7.20717E-02  4.46465E-02  2.39403E-02  8.34993E-02    5829.42838032059
         2684  3.27005E+00  2.95132E+01  1.13015E+01 -7.33647E-01  8.84586E-02  2.31977E-02  9.16779E-02 -4.49350E-03  6.28142E-02  3.21335E-02  2.43603E-02  9.16794E-02    5831.92917545034
         2685  3.26710E+00  3.00374E+01  1.12641E+01 -7.75423E-01  8.74815E-02  2.35133E-02  1.01971E-01  1.93138E-03  6.75232E-02  4.32948E-02  3.57293E-02  9.70759E-02    5907.62826779968
         2686  3.26753E+00  2.99628E+01  1.12539E+01 -6.23653E-01  8.66232E-02  2.31880E-02  1.19742E-01 -9.82119E-03  7.62605E-02  3.31953E-02  2.72947E-02  8.28006E-02    5856.38894040193
         2687  3.23402E+00  2.97964E+01  1.12808E+01 -7.56287E-01  8.12634E-02  2.25217E-02  1.17329E-01  1.62701E-03  7.39985E-02  3.74384E-02  3.39327E-02  9.40781E-02    5816.55514374273
         2688  3.25364E+00  2.99233E+01  1.13694E+01 -6.93925E-01  8.09980E-02  2.26024E-02  1.05588E-01  9.05271E-04  7.41332E-02  3.43566E-02  3.13364E-02  1.02367E-01    5799.97480220167
         2689  3.22211E+00  2.93332E+01  1.13351E+01 -7.73538E-01  8.77466E-02  2.19048E-02  9.70790E-02  3.56664E-03  7.83041E-02  2.48541E-02  3.06986E-02  7.63782E-02    5807.14202843679
         2690  3.18404E+00  2.92157E+01  1.13066E+01 -7.81719E-01  8.38753E-02  2.22885E-02  1.08065E-01  7.08688E-03  8.03047E-02  3.44131E-02  3.36109E-02  8.35339E-02    5900.13377261919
         2691  3.19500E+00  2.93077E+01  1.16050E+01 -7.85177E-01  8.35578E-02  2.33829E-02  1.18666E-01  1.72738E-03  8.32892E-02  3.82811E-02  2.67583E-02  8.36647E-02    5899.70139196031
         2692  3.19244E+00  2.90599E+01  1.16697E+01 -7.56900E-01  8.98439E-02  2.31021E-02  1.14902E-01  5.18566E-03  7.27237E-02  4.38878E-02  2.53876E-02  8.63373E-02    5767.48881990847
         2693  3.00956E+00  2.94239E+01  1.11754E+01 -5.60107E-01  7.67879E-02  2.20687E-02  1.11714E-01  4.02529E-03  6.68773E-02  2.68747E-02  2.07132E-02  7.55462E-02    5757.42531879583
         2694  3.02326E+00  2.92538E+01  1.12334E+01 -5.68281E-01  7.74918E-02  2.26209E-02  1.00554E-01 -6.02987E-03  6.95635E-02  3.92843E-02  1.92756E-02  8.08350E-02    5805.29116870721
         2695  3.02745E+00  2.94583E+01  1.12384E+01 -5.57974E-01  7.71539E-02  2.31140E-02  8.92793E-02  8.47264E-03  6.83640E-02  3.82715E-02  2.43789E-02  7.60460E-02    5806.82517727788
         2696  3.08939E+00  2.91611E+01  1.13328E+01 -5.74674E-01  7.89951E-02  2.21861E-02  8.02404E-02  1.08657E-03  7.37760E-02  3.41241E-02  3.00535E-02  8.44041E-02    5732.22492293965
         2697  3.08574E+00  2.88348E+01  1.13121E+01 -5.91540E-01  8.05604E-02  2.22773E-02  9.91743E-02  3.08904E-04  7.07010E-02  4.38802E-02  3.10493E-02  8.99516E-02    5759.29231514595
         2698  3.07063E+00  2.89105E+01  1.12190E+01 -6.16986E-01  8.02678E-02  2.32766E-02  9.96506E-02  3.06915E-03  7.64050E-02  3.99220E-02  3.04046E-02  8.75335E-02    5798.27144791305
         2699  3.01648E+00  2.91766E+01  1.12036E+01 -4.87561E-01  7.42762E-02  2.17179E-02  8.38730E-02 -4.00025E-03  8.15467E-02  3.41749E-02  3.11588E-02  9.11930E-02    5698.15014666054
         2700  2.97537E+00  2.96710E+01  1.13793E+01 -6.46530E-01  7.38783E-02  2.26824E-02  8.25643E-02  9.32227E-03  7.55469E-02  3.70931E-02  2.91389E-02  8.17504E-02    5715.50153591828
         2701  2.96093E+00  3.00828E+01  1.13843E+01 -6.61197E-01  7.44745E-02  2.28861E-02  9.71889E-02 -2.48227E-04  7.44919E-02  3.60410E-02  2.53925E-02  7.68563E-02    5794.76191878005
         2702  2.95700E+00  3.00184E+01  1.13790E+01 -6.66314E-01  7.66433E-02  2.38130E-02  9.80981E-02  3.74265E-03  6.61707E-02  3.89489E-02  2.67229E-02  8.23234E-02    5838.59171346507
         2703  2.95659E+00  2.99626E+01  1.13730E+01 -6.23701E-01  7.42111E-02  2.26848E-02  9.36013E-02  6.05089E-03  7.45677E-02  3.74051E-02  2.46394E-02  7.89672E-02    5769.35814044341
         2704  2.94954E+00  2.97962E+01  1.13162E+01 -6.01810E-01  7.43821E-02  2.20047E-02  9.89331E-02 -1.86921E-03  7.56517E-02  3.73405E-02  3.07924E-02  9.19038E-02    5803.33847587381
         2705  3.08328E+00  2.89743E+01  1.11597E+01 -6.87307E-01  8.19340E-02  2.38411E-02  8.03600E-02 -3.09997E-03  6.89559E-02  3.34725E-02  2.25270E-02  7.94847E-02    5809.60605855067
         2706  3.03495E+00  3.01774E+01  1.16427E+01 -7.27875E-01  6.99652E-02  2.26658E-02  8.08337E-02 -2.20414E-03  7.37943E-02  3.03857E-02  3.35136E-02  8.74624E-02    5808.43606313876
         2707  3.04844E+00  2.94274E+01  1.13222E+01 -6.89593E-01  6.93096E-02  2.35230E-02  8.00959E-02  7.28043E-03  8.26268E-02  3.28422E-02  3.54589E-02  8.90757E-02    5764.70223249452
         2708  3.03262E+00  3.02780E+01  1.16304E+01 -6.98712E-01  6.87449E-02  2.22327E-02  9.21091E-02 -1.47216E-03  7.33722E-02  3.93463E-02  2.50477E-02  8.80217E-02    5755.84919404569
         2709  3.02357E+00  3.02672E+01  1.16554E+01 -6.78490E-01  6.81102E-02  2.22328E-02  8.84958E-02  6.93843E-03  7.75381E-02  3.96974E-02  2.94127E-02  8.62367E-02    5794.64191452428
         2710  2.97955E+00  2.97581E+01  1.13650E+01 -5.73292E-01  7.60261E-02  2.39736E-02  8.35452E-02  2.41840E-03  7.54891E-02  3.78680E-02  2.95021E-02  8.07268E-02    5751.14294522463
         2711  3.00860E+00  2.93739E+01  1.13912E+01 -5.86488E-01  7.50800E-02  2.33528E-02  8.55092E-02  6.07502E-03  8.21618E-02  3.59536E-02  3.35581E-02  8.43846E-02    5840.41383580074
         2712  3.00460E+00  2.93574E+01  1.13394E+01 -5.97860E-01  7.39755E-02  2.41116E-02  8.15521E-02  1.32933E-02  7.76560E-02  3.72757E-02  2.98432E-02  7.84410E-02    5857.29963558207
         2713  3.00511E+00  2.98449E+01  1.12929E+01 -8.20158E-01  9.03094E-02  2.29308E-02  9.81433E-02  5.57374E-03  7.59454E-02  4.96266E-02  3.44045E-02  1.02110E-01    5839.79183912895
         2714  3.01051E+00  2.96991E+01  1.12588E+01 -8.35169E-01  9.18661E-02  2.28753E-02  9.63511E-02  9.63567E-03  7.32654E-02  4.86273E-02  2.96210E-02  8.71869E-02    5778.09175552360
         2715  3.06732E+00  2.99097E+01  1.15373E+01 -5.89541E-01  8.25691E-02  2.22294E-02  1.06418E-01  7.26935E-03  7.09967E-02  4.98204E-02  3.01320E-02  9.81709E-02    5731.68390466742
         2716  3.04000E+00  2.88314E+01  1.13377E+01 -7.45439E-01  7.65341E-02  2.20175E-02  9.05734E-02  3.10457E-03  7.72960E-02  3.49740E-02  3.87676E-02  8.94404E-02    5732.03974210731
         2717  3.04358E+00  2.94071E+01  1.13244E+01 -7.42819E-01  7.87658E-02  2.22086E-02  8.16366E-02  3.01999E-03  7.16118E-02  3.79373E-02  2.92767E-02  8.55323E-02    5749.90149842724
         2718  2.98189E+00  2.96904E+01  1.14166E+01 -4.47935E-01  7.09925E-02  2.29326E-02  8.65292E-02  3.99354E-03  6.78854E-02  3.21695E-02  2.94084E-02  7.62417E-02    5704.80422244262
         2719  3.11348E+00  3.00170E+01  1.17172E+01 -5.42488E-01  7.30958E-02  2.32973E-02  8.45019E-02  6.26132E-03  8.19291E-02  4.45262E-02  3.44673E-02  9.66937E-02    5757.99474674346
         2720  3.13927E+00  2.98062E+01  1.17595E+01 -5.71272E-01  7.28036E-02  2.24395E-02  8.12189E-02 -4.62343E-03  6.90740E-02  2.92004E-02  2.16608E-02  8.17905E-02    5736.87057645393
         2721  3.16179E+00  2.97735E+01  1.16665E+01 -5.77222E-01  7.38651E-02  2.12105E-02  1.06291E-01 -6.71226E-04  6.54868E-02  3.36734E-02  3.20139E-02  8.86581E-02    5768.95016687803
         2722  3.00607E+00  2.92689E+01  1.12794E+01 -6.11366E-01  8.69380E-02  2.27487E-02  1.05821E-01  6.78031E-03  7.03606E-02  2.82692E-02  2.27264E-02  8.34326E-02    5782.10775744639
         2723  3.08461E+00  2.94307E+01  1.14228E+01 -5.95200E-01  7.00982E-02  2.25072E-02  9.58590E-02 -2.74507E-03  7.10754E-02  3.46932E-02  2.26323E-02  8.55809E-02    5857.04904028267
         2724  3.02503E+00  2.98281E+01  1.12745E+01 -7.21669E-01  8.72900E-02  2.25213E-02  9.76199E-02  1.13558E-02  7.47093E-02  3.93967E-02  3.57288E-02  8.87963E-02    5860.21045415870
         2725  3.09803E+00  2.99267E+01  1.14426E+01 -7.50740E-01  8.14869E-02  2.30291E-02  1.02364E-01  4.94939E-04  7.09901E-02  4.00937E-02  2.08109E-02  9.19488E-02    5806.63079482232
         2726  3.04040E+00  2.91740E+01  1.12894E+01 -5.76150E-01  6.88246E-02  2.29921E-02  9.59240E-02  9.32841E-04  8.47716E-02  4.52693E-02  3.43904E-02  9.59497E-02    5815.38920063913
         2727  3.02930E+00  2.97976E+01  1.12960E+01 -5.62157E-01  7.11328E-02  2.22366E-02  9.64480E-02  1.22155E-02  6.87675E-02  4.36689E-02  3.27659E-02  8.20601E-02    5831.44982103238
         2728  3.06783E+00  2.92381E+01  1.12277E+01 -6.52415E-01  8.39641E-02  2.21254E-02  1.06455E-01 -5.92937E-03  8.75171E-02  4.29835E-02  3.31625E-02  8.53195E-02    5768.40949192819
         2729  3.04223E+00  2.97499E+01  1.14632E+01 -7.30541E-01  8.19259E-02  2.20152E-02  1.00516E-01  3.96707E-03  7.69793E-02  4.71905E-02  3.66242E-02  1.06326E-01    5792.03775033623
         2730  3.04554E+00  2.97674E+01  1.13701E+01 -7.30000E-01  8.31060E-02  2.21598E-02  8.42263E-02 -1.11424E-03  7.89540E-02  3.01654E-02  3.35282E-02  9.04963E-02    5859.14321589405
         2731  3.06046E+00  2.93214E+01  1.14272E+01 -7.98070E-01  8.68202E-02  2.42799E-02  1.03004E-01  1.33917E-02  8.89973E-02  3.12393E-02  3.46271E-02  8.29521E-02    5905.40034731723
         2732  3.05006E+00  2.92385E+01  1.14894E+01 -5.66682E-01  8.15735E-02  2.31698E-02  9.45252E-02  9.60830E-04  7.55201E-02  2.60347E-02  2.99119E-02  8.07488E-02    5820.53021789505
         2733  2.98793E+00  2.95941E+01  1.13312E+01 -6.68410E-01  9.31632E-02  2.19204E-02  9.58393E-02  4.64807E-03  8.04017E-02  2.53223E-02  2.29701E-02  7.58430E-02    5783.42473774065
         2734  3.03221E+00  2.96874E+01  1.12353E+01 -7.48237E-01  8.10419E-02  2.22333E-02  9.13657E-02  1.55384E-02  7.77028E-02  4.12925E-02  3.71668E-02  1.00508E-01    5694.53515044961
         2735  3.01912E+00  2.93860E+01  1.14942E+01 -6.71114E-01  8.34697E-02  2.24947E-02  9.84625E-02  1.22166E-03  7.54468E-02  4.44718E-02  2.93044E-02  8.68310E-02    5784.61007546115
         2736  3.01847E+00  2.92418E+01  1.15049E+01 -6.37262E-01  8.18824E-02  2.25336E-02  7.52977E-02  8.72119E-03  8.27282E-02  3.05829E-02  2.86272E-02  7.97086E-02    5764.84675719589
         2737  3.02479E+00  2.88808E+01  1.16644E+01 -5.88536E-01  7.49836E-02  2.40964E-02  7.80558E-02  9.60313E-03  7.25601E-02  3.87147E-02  3.21667E-02  9.40002E-02    5865.13307292837
         2738  3.02326E+00  3.06196E+01  1.13411E+01 -7.28095E-01  9.21406E-02  2.30076E-02  8.87789E-02  6.55080E-03  8.79138E-02  3.39944E-02  3.89882E-02  9.54437E-02    5812.28178414204
         2739  3.07080E+00  2.88643E+01  1.14800E+01 -7.24313E-01  8.04884E-02  2.22629E-02  8.25214E-02 -1.51043E-03  7.32121E-02  2.59667E-02  2.81624E-02  7.90537E-02    5760.90698789986
         2740  3.07170E+00  2.89071E+01  1.14595E+01 -7.52793E-01  9.36879E-02  2.29975E-02  8.09822E-02 -1.03477E-02  7.96625E-02  2.59990E-02  3.12186E-02  7.69486E-02    5783.42372396342
         2741  3.02146E+00  2.93250E+01  1.15084E+01 -5.71237E-01  7.83366E-02  2.22726E-02  6.68720E-02 -8.98689E-03  7.83847E-02  2.36667E-02  2.71657E-02  8.77156E-02    5706.18328373924
         2742  3.11567E+00  2.99068E+01  1.17079E+01 -7.31361E-01  8.91884E-02  2.19781E-02  9.01973E-02  6.55756E-03  7.70219E-02  4.70703E-02  3.45272E-02  9.71062E-02    5768.21470358216
         2743  3.10031E+00  3.00957E+01  1.16450E+01 -7.47190E-01  8.91074E-02  2.21593E-02  8.92116E-02  8.12588E-03  8.02423E-02  4.41050E-02  3.03196E-02  8.86663E-02    5777.07373000529
         2744  3.06938E+00  2.96982E+01  1.16547E+01 -5.66898E-01  6.94750E-02  2.35361E-02  8.10580E-02  9.65553E-03  8.63892E-02  4.06750E-02  4.08889E-02  9.22417E-02    5837.18350550647
         2745  3.07288E+00  2.97167E+01  1.16442E+01 -5.62969E-01  7.00797E-02  2.41065E-02  8.73654E-02  1.98398E-03  8.12280E-02  3.87860E-02  2.55131E-02  7.83326E-02    5786.96070388093
         2746  3.05023E+00  2.90338E+01  1.14582E+01 -5.58292E-01  8.37386E-02  2.37800E-02  8.06467E-02  2.67511E-03  8.43267E-02  4.73890E-02  3.18623E-02  1.02292E-01    5858.60893522706
         2747  3.00484E+00  2.98724E+01  1.12713E+01 -6.21516E-01  7.12941E-02  2.26707E-02  9.00524E-02  6.90929E-03  8.29174E-02  3.62635E-02  2.66710E-02  7.79532E-02    5753.09876353326
         2748  3.06355E+00  2.88866E+01  1.12949E+01 -5.88863E-01  6.98233E-02  2.26734E-02  8.43058E-02  2.84661E-03  7.32510E-02  3.46334E-02  2.45357E-02  7.36891E-02    5773.82349004375
         2749  3.05787E+00  2.89178E+01  1.12225E+01 -5.55745E-01  7.13995E-02  2.19068E-02  1.12816E-01 -2.13339E-03  6.22774E-02  4.43653E-02  1.72615E-02  7.95742E-02    5835.89810783349
         2750  3.02135E+00  2.94003E+01  1.10939E+01 -7.20769E-01  7.83211E-02  2.29725E-02  9.34424E-02  5.69389E-03  7.29681E-02  4.94730E-02  2.84839E-02  8.88361E-02    5830.07765196350
         2751  2.99141E+00  2.97620E+01  1.14650E+01 -7.66546E-01  8.99503E-02  2.25472E-02  9.09568E-02 -3.30603E-03  7.44504E-02  4.05925E-02  3.09954E-02  9.22559E-02    5756.36575267663
         2752  2.99594E+00  2.99065E+01  1.14397E+01 -7.76273E-01  8.66512E-02  2.28737E-02  7.69346E-02  7.17591E-04  7.77878E-02  3.80729E-02  2.75078E-02  8.04713E-02    5680.54587428477
         2753  3.04579E+00  3.00801E+01  1.14531E+01 -7.09992E-01  8.55593E-02  2.22026E-02  7.15148E-02  1.09852E-03  7.32823E-02  2.85680E-02  3.02667E-02  8.95437E-02    5715.18157699696
         2754  3.05171E+00  3.00835E+01  1.12054E+01 -7.09329E-01  8.60726E-02  2.22457E-02  7.95295E-02  7.88823E-03  8.42898E-02  2.93476E-02  2.71697E-02  7.45508E-02    5779.19990601908
         2755  3.04422E+00  3.04140E+01  1.11940E+01 -7.29099E-01  8.22220E-02  2.21307E-02  8.72101E-02  3.94812E-03  7.87408E-02  3.12213E-02  2.72845E-02  7.70110E-02    5790.97209507811
         2756  3.02473E+00  2.94153E+01  1.15721E+01 -6.75443E-01  7.77205E-02  2.25807E-02  7.69972E-02 -4.88112E-03  7.63834E-02  2.34825E-02  2.33896E-02  7.44717E-02    5727.52847559186
         2757  3.13114E+00  2.90820E+01  1.13715E+01 -4.94482E-01  7.88596E-02  2.24368E-02  9.14372E-02  8.45763E-03  7.49370E-02  3.86942E-02  3.17291E-02  8.79562E-02    5689.69623962629
         2758  3.12495E+00  2.88429E+01  1.12877E+01 -5.92199E-01  7.76164E-02  2.17792E-02  9.23022E-02  7.43565E-04  7.51283E-02  3.32465E-02  3.81647E-02  9.90035E-02    5804.82257997520
         2759  3.24809E+00  3.01098E+01  1.16435E+01 -7.06062E-01  8.21211E-02  2.19785E-02  1.04430E-01  6.10343E-03  8.01854E-02  4.70699E-02  3.47565E-02  9.39668E-02    5750.07969900699
         2760  3.23338E+00  3.01011E+01  1.14753E+01 -7.00979E-01  8.20990E-02  2.27846E-02  8.59688E-02  1.06813E-02  7.59303E-02  3.57859E-02  2.44058E-02  7.55100E-02    5788.84181998375
         2761  3.14669E+00  3.04581E+01  1.18118E+01 -7.81252E-01  7.68243E-02  2.25059E-02  7.85906E-02  7.53746E-03  6.27952E-02  3.11134E-02  2.98677E-02  8.09258E-02    5697.65695071650
         2762  3.17614E+00  3.01981E+01  1.18432E+01 -7.64395E-01  9.03104E-02  2.32603E-02  6.93545E-02  3.77340E-03  8.27429E-02  3.62526E-02  2.81107E-02  8.24277E-02    5820.36799083981
         2763  3.17269E+00  3.12734E+01  1.18703E+01 -7.55067E-01  9.06074E-02  2.39156E-02  7.71810E-02  1.03330E-02  8.74348E-02  3.61218E-02  3.90447E-02  9.55392E-02    5802.22242103179
         2764  3.15794E+00  3.10555E+01  1.19030E+01 -7.16105E-01  8.92476E-02  2.21286E-02  9.51153E-02  7.24747E-03  8.18217E-02  3.39797E-02  2.98325E-02  7.84427E-02    5801.39772619669
         2765  3.16882E+00  2.94660E+01  1.15482E+01 -7.71338E-01  8.41454E-02  2.20008E-02  9.36152E-02  1.13079E-02  7.53030E-02  5.07611E-02  3.56939E-02  1.04359E-01    5782.20448377106
         2766  3.06102E+00  2.91801E+01  1.14540E+01 -7.75383E-01  8.70906E-02  2.20009E-02  1.16749E-01  6.59060E-03  8.07250E-02  5.26727E-02  2.87039E-02  8.48675E-02    5792.33865864072
         2767  3.12883E+00  2.93354E+01  1.14876E+01 -6.70961E-01  8.82283E-02  2.34276E-02  1.11974E-01  1.09813E-02  8.06447E-02  4.14020E-02  2.69219E-02  7.77050E-02    5878.06234534235
         2768  3.22864E+00  2.97064E+01  1.12685E+01 -5.04886E-01  7.99680E-02  2.27800E-02  1.23687E-01  1.76193E-02  8.15393E-02  4.26564E-02  3.60704E-02  8.84420E-02    5801.52039706403
         2769  3.22192E+00  2.97132E+01  1.13967E+01 -5.71994E-01  8.02191E-02  2.23592E-02  1.17402E-01 -1.97927E-03  7.82836E-02  3.59641E-02  2.84197E-02  8.39865E-02    5761.97824636272
         2770  3.23157E+00  2.93500E+01  1.15018E+01 -5.88920E-01  8.09042E-02  2.21361E-02  1.07793E-01  6.73607E-03  9.15950E-02  4.58979E-02  3.57421E-02  9.26307E-02    5774.45091200880
         2771  3.19941E+00  2.92531E+01  1.16020E+01 -7.51193E-01  8.20627E-02  2.24639E-02  1.00557E-01 -3.48206E-03  8.13014E-02  3.48863E-02  3.11066E-02  7.81616E-02    5804.62156099010
         2772  3.07107E+00  2.97198E+01  1.12425E+01 -6.69334E-01  8.16096E-02  2.36622E-02  9.99811E-02 -3.03738E-03  7.18930E-02  3.24312E-02  3.10960E-02  8.66742E-02    5897.99351207426
         2773  3.15097E+00  3.02785E+01  1.15806E+01 -6.54918E-01  8.54521E-02  2.36691E-02  8.80720E-02 -3.57171E-04  7.11445E-02  2.62208E-02  2.54712E-02  6.95517E-02    5782.95124027033
         2774  3.15892E+00  3.02505E+01  1.16175E+01 -6.33909E-01  8.43287E-02  2.32886E-02  8.37201E-02  2.46731E-03  7.96597E-02  3.14971E-02  3.00283E-02  8.10550E-02    5816.92471840770
         2775  3.10801E+00  2.95261E+01  1.12493E+01 -6.72073E-01  7.70326E-02  2.29899E-02  9.12890E-02 -4.42029E-03  6.76697E-02  2.66189E-02  2.07812E-02  7.38788E-02    5829.44344232989
         2776  3.11008E+00  2.92900E+01  1.12340E+01 -6.61157E-01  8.33400E-02  2.26236E-02  1.07656E-01  2.83005E-04  7.91611E-02  4.87530E-02  3.24110E-02  9.74541E-02    5817.05102008186
         2777  3.12012E+00  2.88175E+01  1.13748E+01 -6.54471E-01  7.70079E-02  2.25053E-02  1.03671E-01  1.07978E-03  7.25041E-02  4.49994E-02  3.33089E-02  1.02600E-01    5763.95527123811
         2778  2.98480E+00  2.93171E+01  1.13451E+01 -6.72260E-01  6.86201E-02  2.21138E-02  9.54993E-02  7.35336E-03  8.41379E-02  3.88171E-02  3.76350E-02  9.21986E-02    5795.50974353707
         2779  3.02536E+00  2.95592E+01  1.12501E+01 -7.87755E-01  9.34019E-02  2.35230E-02  9.72005E-02  1.69412E-02  7.53958E-02  3.52839E-02  3.29936E-02  8.78850E-02    5849.19541521780
         2780  2.98947E+00  2.95567E+01  1.15690E+01 -6.02788E-01  7.40386E-02  2.42974E-02  1.07752E-01  1.36496E-02  6.40666E-02  4.41759E-02  3.14640E-02  9.25330E-02    5935.08307695146
         2781  3.07452E+00  2.86333E+01  1.16293E+01 -5.94036E-01  6.85527E-02  2.52168E-02  1.08153E-01 -1.10139E-03  8.16995E-02  4.05969E-02  2.97361E-02  8.37522E-02    5914.15517375375
         2782  3.07291E+00  2.87177E+01  1.16195E+01 -4.79569E-01  6.78933E-02  2.44265E-02  1.05856E-01 -2.80440E-03  7.82111E-02  3.11682E-02  2.35592E-02  7.76187E-02    5905.98928131866
         2783  3.02668E+00  3.00374E+01  1.16326E+01 -5.68036E-01  7.31874E-02  2.35263E-02  1.22315E-01 -3.98161E-03  8.24345E-02  4.17163E-02  2.69066E-02  8.14466E-02    5851.99373818109
         2784  3.09612E+00  3.01446E+01  1.16637E+01 -5.87363E-01  7.31398E-02  2.28792E-02  1.06344E-01 -6.31436E-03  7.50313E-02  3.63178E-02  1.76973E-02  8.13463E-02    5744.94654079777
         2785  3.05054E+00  2.97525E+01  1.14262E+01 -5.26810E-01  7.48331E-02  2.35968E-02  8.04811E-02 -3.41625E-03  7.00948E-02  2.87409E-02  2.97486E-02  9.01130E-02    5792.10890530918
         2786  3.03951E+00  2.98868E+01  1.13732E+01 -5.46830E-01  7.42997E-02  2.53955E-02  9.25608E-02  1.56975E-02  7.61382E-02  4.51040E-02  3.05061E-02  8.88025E-02    5945.63521891028
         2787  3.08156E+00  2.99514E+01  1.13646E+01 -5.55425E-01  7.55219E-02  2.36949E-02  9.38508E-02  9.24935E-03  6.28249E-02  4.53301E-02  2.51886E-02  9.34490E-02    5822.99104430106
