TABLE NO.     6: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   MCMCOBJ
          825  1.16137E+00  3.44581E+00  2.45911E+00 -6.85659E-01  8.65630E-02  2.31500E-02  8.89778E-02  1.78742E-02  8.95730E-02  3.74370E-02  3.31635E-02  8.59305E-02    5797.27348146579
          826  1.13781E+00  3.43090E+00  2.45833E+00 -7.52526E-01  8.02713E-02  2.33761E-02  8.73265E-02  1.37312E-02  8.25276E-02  4.16023E-02  2.78218E-02  9.05091E-02    5840.42320863565
          827  1.13901E+00  3.39196E+00  2.47429E+00 -8.82374E-01  9.60613E-02  2.29784E-02  7.84901E-02  9.61214E-03  6.85648E-02  3.63471E-02  2.23772E-02  8.33265E-02    5849.20878209311
          828  1.13922E+00  3.39876E+00  2.45789E+00 -6.07098E-01  8.34305E-02  2.24938E-02  9.54264E-02  1.19346E-02  7.60723E-02  3.03716E-02  3.25482E-02  8.39822E-02    5765.63599772459
          829  1.14383E+00  3.40955E+00  2.44038E+00 -7.78522E-01  8.89213E-02  2.23150E-02  8.46698E-02  5.89565E-03  7.31343E-02  3.32061E-02  2.99891E-02  8.45346E-02    5771.44262532576
          830  1.14179E+00  3.38615E+00  2.42735E+00 -5.53898E-01  8.39834E-02  2.36072E-02  8.47885E-02  6.76757E-03  8.14339E-02  3.67635E-02  3.50811E-02  7.39653E-02    5755.03335085390
          831  1.13983E+00  3.37078E+00  2.42585E+00 -5.91225E-01  7.81059E-02  2.37648E-02  8.51067E-02  6.78681E-04  7.53594E-02  4.01983E-02  2.81784E-02  9.70337E-02    5843.54548752092
          832  1.10854E+00  3.39263E+00  2.45055E+00 -7.21227E-01  8.05131E-02  2.37348E-02  9.10586E-02 -4.90992E-03  8.07663E-02  3.82971E-02  3.40674E-02  1.00001E-01    5890.11063003067
          833  1.12780E+00  3.40165E+00  2.43451E+00 -5.66471E-01  7.47016E-02  2.37918E-02  9.36203E-02  2.84903E-03  6.90992E-02  3.96094E-02  2.91801E-02  7.81618E-02    5819.32929473839
          834  1.14768E+00  3.37539E+00  2.46159E+00 -7.56469E-01  7.78493E-02  2.36011E-02  1.04319E-01  5.07592E-03  8.57017E-02  4.84153E-02  2.62760E-02  8.91384E-02    5816.02983612036
          835  1.12894E+00  3.36997E+00  2.42984E+00 -5.91600E-01  7.54825E-02  2.22167E-02  9.43575E-02  1.49717E-02  9.18245E-02  3.60836E-02  3.21230E-02  8.40395E-02    5833.98846214805
          836  1.11970E+00  3.37677E+00  2.43023E+00 -6.21743E-01  8.00075E-02  2.46497E-02  9.59983E-02  1.24618E-02  7.67232E-02  4.19588E-02  3.84071E-02  9.38043E-02    5812.63424304632
          837  1.13086E+00  3.40185E+00  2.45345E+00 -5.92925E-01  8.00592E-02  2.32315E-02  1.07335E-01 -6.42731E-04  7.51928E-02  4.53486E-02  2.66982E-02  9.16346E-02    5816.23114775212
          838  1.09115E+00  3.37095E+00  2.41858E+00 -5.07804E-01  7.51000E-02  2.27872E-02  9.24746E-02 -6.94672E-03  6.80639E-02  3.15772E-02  2.88418E-02  7.92874E-02    5821.10901708292
          839  1.09021E+00  3.38374E+00  2.42397E+00 -6.66791E-01  8.22602E-02  2.28437E-02  9.42523E-02  8.20685E-03  7.06631E-02  3.61823E-02  2.86579E-02  9.50582E-02    5760.60699404439
          840  1.11458E+00  3.40758E+00  2.46071E+00 -6.34742E-01  8.01254E-02  2.19830E-02  9.37184E-02  1.42085E-02  7.72427E-02  4.05943E-02  3.31843E-02  8.75080E-02    5792.84588528088
          841  1.10988E+00  3.38632E+00  2.44159E+00 -6.41019E-01  7.33121E-02  2.27785E-02  9.07443E-02  1.01571E-02  7.69101E-02  3.51032E-02  3.32818E-02  9.07691E-02    5877.95098638450
          842  1.13497E+00  3.39254E+00  2.44355E+00 -6.52909E-01  7.57959E-02  2.42453E-02  8.81503E-02  8.74197E-03  7.50628E-02  3.42258E-02  2.87080E-02  8.34316E-02    5858.62163247697
          843  1.11616E+00  3.40318E+00  2.42543E+00 -6.31446E-01  7.95408E-02  2.33678E-02  8.29210E-02  5.46219E-03  7.21844E-02  3.61848E-02  2.95607E-02  8.68543E-02    5841.34957112775
          844  1.14115E+00  3.39624E+00  2.45053E+00 -8.42881E-01  8.78357E-02  2.32497E-02  1.04417E-01  7.89856E-03  6.78012E-02  4.90841E-02  3.25047E-02  9.39397E-02    5872.94763101292
          845  1.12546E+00  3.39204E+00  2.44020E+00 -6.29681E-01  8.57092E-02  2.25840E-02  8.70159E-02  7.06217E-03  6.98762E-02  3.71002E-02  3.40356E-02  8.13217E-02    5828.09874895075
          846  1.11982E+00  3.39592E+00  2.43175E+00 -6.87544E-01  8.50921E-02  2.44134E-02  9.19248E-02  6.84937E-03  7.10436E-02  4.06835E-02  2.32877E-02  8.55723E-02    5808.57967197947
          847  1.11892E+00  3.40020E+00  2.43535E+00 -6.95909E-01  8.31600E-02  2.29129E-02  8.12714E-02  5.66304E-03  7.10300E-02  4.02355E-02  3.50167E-02  9.83749E-02    5711.67264971399
          848  1.09156E+00  3.38279E+00  2.44244E+00 -6.33164E-01  8.03807E-02  2.24385E-02  8.25263E-02  2.52339E-03  7.16663E-02  3.66595E-02  2.94397E-02  8.40806E-02    5709.69804135387
          849  1.10679E+00  3.39977E+00  2.44684E+00 -6.92384E-01  8.43804E-02  2.28038E-02  1.00905E-01 -3.68650E-03  8.27185E-02  3.80822E-02  2.86433E-02  9.71702E-02    5717.25599189092
          850  1.10555E+00  3.36929E+00  2.40296E+00 -5.96048E-01  7.82098E-02  2.20838E-02  9.05441E-02 -1.69774E-02  7.43313E-02  2.87568E-02  2.32145E-02  8.02756E-02    5735.26450178162
          851  1.12330E+00  3.39290E+00  2.44421E+00 -6.41310E-01  8.27969E-02  2.35329E-02  8.41087E-02 -1.09178E-02  8.39462E-02  2.73813E-02  2.95903E-02  8.85130E-02    5873.76560823527
          852  1.10966E+00  3.41219E+00  2.42719E+00 -6.37710E-01  8.11199E-02  2.36772E-02  8.37474E-02  3.96164E-04  6.51332E-02  3.31177E-02  2.26397E-02  8.18529E-02    5800.44544187441
          853  1.08318E+00  3.38649E+00  2.40855E+00 -6.67994E-01  8.26279E-02  2.31373E-02  8.04144E-02  9.02542E-03  8.50584E-02  3.96081E-02  2.40070E-02  8.50793E-02    5785.98908933836
          854  1.11483E+00  3.39150E+00  2.41670E+00 -6.41060E-01  8.09070E-02  2.21138E-02  9.71667E-02  8.78561E-03  6.77767E-02  4.23748E-02  2.91550E-02  8.68149E-02    5797.04426478776
          855  1.15071E+00  3.39894E+00  2.45379E+00 -7.42570E-01  8.34707E-02  2.32256E-02  8.63307E-02  8.49873E-03  7.68419E-02  3.44297E-02  4.32586E-02  9.51480E-02    5845.91115323307
          856  1.15966E+00  3.40638E+00  2.43514E+00 -5.34812E-01  8.42505E-02  2.25152E-02  9.47752E-02 -4.29315E-03  7.33145E-02  3.23432E-02  2.50151E-02  1.01168E-01    5846.12258999634
          857  1.14182E+00  3.37589E+00  2.45134E+00 -6.91731E-01  7.71937E-02  2.28384E-02  9.26519E-02  7.49581E-04  7.06492E-02  3.71007E-02  3.33173E-02  9.39335E-02    5805.00978931746
          858  1.12522E+00  3.37993E+00  2.44037E+00 -6.34906E-01  7.98941E-02  2.36296E-02  1.04368E-01  6.86634E-03  7.37162E-02  4.31523E-02  2.98242E-02  7.65597E-02    5766.02380978733
          859  1.17000E+00  3.40852E+00  2.45711E+00 -7.12669E-01  8.43161E-02  2.28103E-02  8.76027E-02  4.30632E-03  7.55180E-02  3.90760E-02  3.33559E-02  9.63546E-02    5812.24069982078
          860  1.12906E+00  3.36482E+00  2.41518E+00 -5.96229E-01  7.72660E-02  2.30761E-02  9.04964E-02  8.19597E-03  6.27007E-02  4.46973E-02  2.78475E-02  8.30712E-02    5811.31587649964
          861  1.11411E+00  3.39144E+00  2.39840E+00 -5.63687E-01  7.42171E-02  2.25623E-02  1.04237E-01  6.79089E-03  7.49173E-02  4.64038E-02  3.23167E-02  8.79091E-02    5820.85083041441
          862  1.08346E+00  3.40273E+00  2.42469E+00 -7.17824E-01  7.70330E-02  2.31633E-02  1.19570E-01  1.53600E-03  7.73996E-02  4.38208E-02  3.40208E-02  8.82384E-02    5858.41940441795
          863  1.07630E+00  3.38576E+00  2.41027E+00 -6.14426E-01  8.62094E-02  2.31511E-02  8.70710E-02  1.52518E-02  8.04915E-02  4.00041E-02  3.64174E-02  1.01555E-01    5824.17374223231
          864  1.12606E+00  3.39083E+00  2.44053E+00 -7.90597E-01  8.53037E-02  2.35818E-02  1.02861E-01  1.54239E-02  9.51404E-02  3.65288E-02  3.14367E-02  8.25675E-02    5802.44813898941
          865  1.13908E+00  3.38727E+00  2.43354E+00 -7.11083E-01  9.58457E-02  2.23081E-02  9.73215E-02  9.19569E-03  7.26094E-02  3.95994E-02  3.06841E-02  8.63518E-02    5784.64226088556
          866  1.15319E+00  3.37132E+00  2.39067E+00 -7.11642E-01  9.55905E-02  2.19550E-02  9.03832E-02  4.80295E-03  7.98610E-02  3.36952E-02  2.87468E-02  8.22723E-02    5831.71972903306
          867  1.14443E+00  3.40446E+00  2.42255E+00 -6.12280E-01  7.56184E-02  2.42677E-02  8.65975E-02  1.01889E-02  7.19831E-02  4.00757E-02  2.58135E-02  9.01540E-02    5904.76916434546
          868  1.12486E+00  3.40795E+00  2.43489E+00 -7.63166E-01  8.17303E-02  2.34567E-02  9.12110E-02  1.16764E-02  7.34812E-02  3.37714E-02  2.55082E-02  8.08684E-02    5872.94245967775
          869  1.14679E+00  3.41664E+00  2.46877E+00 -5.19191E-01  7.65355E-02  2.32663E-02  9.76854E-02  6.46333E-03  6.86871E-02  3.65639E-02  2.26186E-02  8.39899E-02    5859.92147633429
          870  1.13033E+00  3.40348E+00  2.45892E+00 -6.29048E-01  8.39849E-02  2.35796E-02  9.44556E-02  1.62944E-02  6.36085E-02  3.68529E-02  3.18899E-02  8.74310E-02    5816.49656394542
          871  1.11716E+00  3.41522E+00  2.44428E+00 -8.30079E-01  9.71724E-02  2.12934E-02  1.00121E-01  1.15414E-02  6.86230E-02  3.94060E-02  2.30952E-02  8.43700E-02    5760.94019239267
          872  1.13532E+00  3.36935E+00  2.42891E+00 -8.29660E-01  9.87837E-02  2.27349E-02  9.30796E-02  1.01188E-02  6.91006E-02  3.23338E-02  2.14258E-02  8.27289E-02    5767.25963848003
          873  1.12442E+00  3.39378E+00  2.41085E+00 -6.75301E-01  8.32980E-02  2.21092E-02  1.13395E-01  7.19657E-03  8.15164E-02  3.11136E-02  2.52590E-02  8.28273E-02    5807.82160870510
          874  1.11911E+00  3.36686E+00  2.41227E+00 -5.33667E-01  8.35996E-02  2.17396E-02  1.01561E-01  3.26599E-03  7.40281E-02  3.29394E-02  2.36093E-02  7.88754E-02    5773.36074557452
          875  1.12668E+00  3.37359E+00  2.43791E+00 -5.84663E-01  7.85407E-02  2.15406E-02  1.15758E-01  4.39786E-03  7.50761E-02  3.27195E-02  3.21439E-02  8.75006E-02    5832.65518004797
          876  1.10197E+00  3.40020E+00  2.44270E+00 -6.46456E-01  6.30017E-02  2.26239E-02  9.96740E-02  1.93438E-06  7.25499E-02  3.43666E-02  2.84544E-02  9.13801E-02    5763.78250171088
          877  1.11586E+00  3.37381E+00  2.43971E+00 -6.66044E-01  7.29935E-02  2.23899E-02  9.25964E-02  2.30480E-03  8.10442E-02  3.50607E-02  3.39067E-02  8.20303E-02    5815.21007135734
          878  1.13468E+00  3.37869E+00  2.44531E+00 -6.44944E-01  7.23260E-02  2.29222E-02  1.03360E-01 -3.29194E-03  6.57196E-02  4.61651E-02  2.87693E-02  9.52447E-02    5800.10091614364
          879  1.13932E+00  3.38955E+00  2.45462E+00 -6.28327E-01  7.79520E-02  2.37077E-02  8.62289E-02 -1.10784E-02  7.11525E-02  3.49021E-02  1.83111E-02  7.86842E-02    5729.49595030626
          880  1.13837E+00  3.38505E+00  2.43075E+00 -6.84589E-01  8.44689E-02  2.23803E-02  8.92525E-02  1.50019E-03  7.46605E-02  4.27060E-02  3.07107E-02  8.93073E-02    5753.66468193504
          881  1.10861E+00  3.39585E+00  2.46512E+00 -6.75502E-01  7.39852E-02  2.28813E-02  8.62732E-02 -1.67976E-02  7.75708E-02  3.54482E-02  2.66303E-02  8.21817E-02    5808.49712095035
          882  1.12095E+00  3.35698E+00  2.43332E+00 -6.38634E-01  8.79254E-02  2.15608E-02  8.71552E-02 -1.73440E-02  8.14796E-02  2.90964E-02  2.89321E-02  8.40289E-02    5768.52393258209
          883  1.10438E+00  3.41505E+00  2.44846E+00 -6.78833E-01  8.75748E-02  2.34972E-02  8.09985E-02 -3.76330E-03  7.29736E-02  3.64688E-02  2.73675E-02  8.81509E-02    5870.20327289963
          884  1.10412E+00  3.40476E+00  2.45370E+00 -7.22166E-01  7.82655E-02  2.37687E-02  7.74522E-02  5.47587E-03  7.86560E-02  2.44108E-02  3.40440E-02  1.02653E-01    5848.01354757714
          885  1.12061E+00  3.38976E+00  2.42066E+00 -5.88872E-01  7.46280E-02  2.26905E-02  9.98139E-02  5.76407E-03  7.58988E-02  4.58902E-02  2.88682E-02  1.00806E-01    5791.87941393905
          886  1.11786E+00  3.40875E+00  2.40983E+00 -6.07619E-01  7.90553E-02  2.22123E-02  1.07620E-01  1.70334E-02  6.76660E-02  4.83380E-02  3.14300E-02  8.76590E-02    5838.37928099516
          887  1.12194E+00  3.37626E+00  2.39422E+00 -4.61961E-01  8.31624E-02  2.30858E-02  1.13793E-01  3.78466E-03  7.70295E-02  3.69697E-02  3.15202E-02  7.61786E-02    5898.69012185189
          888  1.08568E+00  3.39199E+00  2.43993E+00 -6.24003E-01  8.33883E-02  2.30881E-02  9.81682E-02 -3.29569E-03  7.37750E-02  4.32794E-02  1.97687E-02  8.35092E-02    5786.90993837707
          889  1.13910E+00  3.38247E+00  2.45210E+00 -7.47244E-01  9.31044E-02  2.24659E-02  9.82930E-02  5.14587E-03  7.33426E-02  5.23472E-02  2.74067E-02  9.59313E-02    5787.66243587041
          890  1.14754E+00  3.39008E+00  2.44070E+00 -7.86103E-01  8.91839E-02  2.28893E-02  9.80257E-02  1.51423E-02  8.27454E-02  5.51718E-02  3.65921E-02  8.80392E-02    5807.26562915102
          891  1.07540E+00  3.37029E+00  2.42014E+00 -5.30067E-01  7.72620E-02  2.44855E-02  8.49448E-02  6.63384E-03  8.62203E-02  4.13043E-02  3.99727E-02  9.31420E-02    5861.20774925545
          892  1.13466E+00  3.41809E+00  2.43769E+00 -6.68159E-01  8.60090E-02  2.50063E-02  8.42033E-02 -5.21452E-04  6.82409E-02  3.41936E-02  2.31420E-02  8.75168E-02    5818.47639311792
          893  1.12797E+00  3.36469E+00  2.44101E+00 -6.52461E-01  9.37079E-02  2.25197E-02  9.87828E-02 -1.37299E-03  6.79107E-02  3.56887E-02  1.68587E-02  8.21501E-02    5903.59812304868
          894  1.16507E+00  3.37311E+00  2.46052E+00 -6.69348E-01  7.66802E-02  2.32194E-02  9.68159E-02  2.21542E-03  8.94227E-02  3.73283E-02  3.99661E-02  1.00658E-01    5787.13480645608
          895  1.14758E+00  3.39858E+00  2.44624E+00 -4.87160E-01  7.21464E-02  2.28473E-02  9.95744E-02 -1.43646E-02  8.72769E-02  2.49355E-02  2.67315E-02  9.10951E-02    5833.07638552391
          896  1.18681E+00  3.38264E+00  2.45034E+00 -6.25265E-01  8.54035E-02  2.32062E-02  8.81492E-02  4.01927E-03  7.54059E-02  3.41915E-02  2.71122E-02  8.19337E-02    5830.07757057385
          897  1.14922E+00  3.39557E+00  2.44587E+00 -3.84954E-01  7.01681E-02  2.28596E-02  7.91890E-02  6.19377E-03  6.76774E-02  2.91847E-02  2.55397E-02  7.97541E-02    5741.52981208553
          898  1.15244E+00  3.41377E+00  2.44480E+00 -5.88450E-01  7.53756E-02  2.28676E-02  9.14764E-02  3.35557E-03  6.68516E-02  4.03558E-02  2.55314E-02  8.78366E-02    5751.18607176697
          899  1.12460E+00  3.38077E+00  2.42827E+00 -5.62803E-01  7.31647E-02  2.28716E-02  9.10012E-02  6.39108E-03  7.43483E-02  3.31361E-02  2.81954E-02  7.01266E-02    5829.38335867008
          900  1.11297E+00  3.38376E+00  2.41752E+00 -7.12753E-01  7.85789E-02  2.23741E-02  1.13149E-01  2.07705E-03  7.02783E-02  3.72630E-02  2.99315E-02  8.06579E-02    5819.63637970556
          901  1.12958E+00  3.36778E+00  2.45663E+00 -8.57999E-01  1.07500E-01  2.33958E-02  1.18132E-01  2.28020E-03  7.47825E-02  4.37460E-02  2.92477E-02  9.75825E-02    5883.39063701247
          902  1.15634E+00  3.36704E+00  2.45168E+00 -7.41904E-01  1.06267E-01  2.24695E-02  1.23861E-01 -2.69958E-03  7.50377E-02  4.41304E-02  3.19604E-02  9.51312E-02    5766.27706077807
          903  1.14198E+00  3.39596E+00  2.42052E+00 -7.28334E-01  9.73076E-02  2.19193E-02  9.18825E-02  5.55005E-03  7.06654E-02  3.36487E-02  2.90444E-02  7.40026E-02    5804.67473705186
          904  1.12219E+00  3.41481E+00  2.43805E+00 -5.55681E-01  8.65170E-02  2.34864E-02  9.79611E-02  1.24975E-02  7.23354E-02  3.59152E-02  2.79639E-02  8.24338E-02    5850.33567200253
          905  1.10871E+00  3.39922E+00  2.43533E+00 -6.85961E-01  8.92896E-02  2.35486E-02  8.78053E-02  1.02028E-02  6.73719E-02  3.58701E-02  2.51062E-02  7.77707E-02    5826.82087231864
          906  1.13990E+00  3.39220E+00  2.43511E+00 -6.25160E-01  7.94433E-02  2.35179E-02  1.02252E-01 -1.97589E-03  7.07590E-02  3.27005E-02  2.53082E-02  8.58187E-02    5844.87156911910
          907  1.12015E+00  3.41483E+00  2.43857E+00 -5.22225E-01  7.68676E-02  2.30930E-02  1.06858E-01  5.75075E-03  8.02645E-02  3.95514E-02  2.63339E-02  8.16257E-02    5831.80605525564
          908  1.14156E+00  3.39490E+00  2.44418E+00 -7.02027E-01  7.52229E-02  2.18544E-02  1.11410E-01  3.24042E-03  7.37878E-02  3.81377E-02  2.53652E-02  9.02707E-02    5776.28630552912
          909  1.14927E+00  3.40324E+00  2.44146E+00 -7.27575E-01  8.91025E-02  2.21636E-02  9.17047E-02  6.77965E-03  6.78672E-02  3.74437E-02  2.06414E-02  8.38859E-02    5779.54544862906
          910  1.09402E+00  3.38518E+00  2.45184E+00 -8.19654E-01  9.73276E-02  2.21795E-02  9.22062E-02  1.73426E-02  7.19894E-02  4.34739E-02  2.86851E-02  8.92585E-02    5769.51940912779
          911  1.13424E+00  3.41441E+00  2.45108E+00 -6.29265E-01  8.46475E-02  2.27681E-02  9.53599E-02  5.08861E-03  7.86664E-02  3.58102E-02  3.21439E-02  8.07739E-02    5783.06204216516
          912  1.13211E+00  3.37401E+00  2.41914E+00 -7.16237E-01  8.48675E-02  2.25115E-02  1.03119E-01  8.15938E-04  7.80444E-02  4.16972E-02  2.95417E-02  8.14020E-02    5749.31197171351
          913  1.17296E+00  3.41977E+00  2.46244E+00 -5.98645E-01  7.80251E-02  2.26673E-02  1.06511E-01  1.02297E-02  7.25357E-02  4.28323E-02  2.91996E-02  8.14136E-02    5686.68172774293
          914  1.13321E+00  3.39016E+00  2.43647E+00 -7.19651E-01  7.43586E-02  2.08129E-02  9.48276E-02  1.70941E-03  7.71297E-02  3.75141E-02  2.88951E-02  7.68742E-02    5762.89434400774
          915  1.10958E+00  3.35906E+00  2.43624E+00 -6.50215E-01  8.36373E-02  2.24014E-02  9.58334E-02  4.23574E-03  6.61969E-02  3.42493E-02  3.06700E-02  9.07020E-02    5731.39655145018
          916  1.12988E+00  3.38937E+00  2.42865E+00 -6.71276E-01  9.11049E-02  2.21208E-02  9.35366E-02 -1.10896E-03  7.85986E-02  3.89527E-02  3.22444E-02  1.05895E-01    5809.95895687887
          917  1.12798E+00  3.37971E+00  2.42723E+00 -5.88169E-01  7.40133E-02  2.25489E-02  1.04472E-01  1.12471E-02  8.82418E-02  5.22305E-02  3.93309E-02  1.11150E-01    5783.85907295400
          918  1.12266E+00  3.41018E+00  2.44192E+00 -5.65464E-01  8.07429E-02  2.28826E-02  8.82168E-02  1.22637E-02  7.64230E-02  4.04267E-02  3.59275E-02  9.68304E-02    5785.06745107267
          919  1.13056E+00  3.37645E+00  2.43935E+00 -5.42856E-01  8.06364E-02  2.29161E-02  8.85871E-02 -5.96148E-04  9.00827E-02  3.82816E-02  2.59854E-02  8.04597E-02    5762.44097845593
          920  1.12357E+00  3.38070E+00  2.42952E+00 -6.07502E-01  7.91006E-02  2.16667E-02  1.01127E-01  7.38057E-03  8.35890E-02  3.94220E-02  3.59953E-02  1.00566E-01    5737.62435025208
          921  1.07466E+00  3.39140E+00  2.42527E+00 -7.45745E-01  7.91586E-02  2.17627E-02  9.12070E-02  1.15670E-02  7.44996E-02  3.74861E-02  3.15355E-02  9.08061E-02    5721.77801797748
          922  1.08871E+00  3.39457E+00  2.45349E+00 -5.32336E-01  7.23253E-02  2.16695E-02  9.70020E-02  1.18278E-02  8.39636E-02  3.85531E-02  2.63223E-02  8.74667E-02    5760.62010689315
          923  1.12694E+00  3.39513E+00  2.44831E+00 -5.49706E-01  7.58446E-02  2.22897E-02  8.91628E-02  1.71886E-03  7.68984E-02  3.99659E-02  3.20190E-02  9.32181E-02    5704.25918834692
          924  1.13819E+00  3.41800E+00  2.47476E+00 -5.97680E-01  8.42936E-02  2.28319E-02  8.44236E-02  4.24075E-03  6.75886E-02  2.83057E-02  2.43495E-02  7.80179E-02    5773.07760961702
          925  1.15292E+00  3.40556E+00  2.45192E+00 -7.94311E-01  8.69721E-02  2.23750E-02  1.10070E-01 -1.26706E-03  7.05788E-02  4.50333E-02  2.41871E-02  9.54314E-02    5832.82977510135
          926  1.12589E+00  3.35508E+00  2.41281E+00 -5.69120E-01  8.23719E-02  2.44402E-02  9.90006E-02  8.89250E-03  7.02960E-02  3.69806E-02  3.05795E-02  8.74094E-02    5855.70579621805
          927  1.13024E+00  3.38091E+00  2.43943E+00 -6.33706E-01  7.81825E-02  2.33782E-02  9.92897E-02  8.72304E-03  5.76977E-02  4.36095E-02  2.80889E-02  7.92238E-02    5825.23334129355
          928  1.15203E+00  3.39436E+00  2.45370E+00 -6.64178E-01  7.76946E-02  2.39116E-02  1.05855E-01  4.10327E-03  7.14420E-02  5.02903E-02  3.14942E-02  1.01213E-01    5836.10300282348
          929  1.13462E+00  3.43411E+00  2.45733E+00 -7.44227E-01  8.64811E-02  2.25891E-02  9.36030E-02 -4.76655E-03  7.49851E-02  3.99548E-02  2.31984E-02  7.91564E-02    5771.71268472590
          930  1.14688E+00  3.39449E+00  2.45948E+00 -5.02539E-01  7.57977E-02  2.24962E-02  9.18387E-02  4.24792E-03  9.22590E-02  4.20525E-02  3.96595E-02  9.22052E-02    5687.13377541763
          931  1.12132E+00  3.35769E+00  2.42559E+00 -6.01094E-01  7.84141E-02  2.26957E-02  9.92875E-02  5.66302E-03  7.26020E-02  4.75658E-02  3.32057E-02  9.40839E-02    5745.22522439192
          932  1.12876E+00  3.36358E+00  2.40868E+00 -5.79921E-01  7.72850E-02  2.33688E-02  9.93496E-02  3.89259E-03  6.61880E-02  3.05493E-02  2.54179E-02  7.54206E-02    5887.89952913316
          933  1.10025E+00  3.36527E+00  2.40617E+00 -6.47901E-01  7.52506E-02  2.30018E-02  1.01662E-01  8.76490E-03  8.22583E-02  4.35473E-02  3.49251E-02  9.44510E-02    5775.85457586086
          934  1.11011E+00  3.37626E+00  2.42376E+00 -6.08017E-01  8.60316E-02  2.26051E-02  8.39262E-02  3.99839E-03  7.19114E-02  2.67689E-02  2.61388E-02  7.47636E-02    5830.41344267721
          935  1.08555E+00  3.38137E+00  2.43498E+00 -7.31105E-01  8.55952E-02  2.22901E-02  8.59236E-02  7.04563E-03  8.20731E-02  4.06102E-02  3.70530E-02  9.91746E-02    5794.66224502008
          936  1.12043E+00  3.37534E+00  2.46173E+00 -7.71696E-01  7.97908E-02  2.29292E-02  8.41207E-02  1.00516E-02  7.84611E-02  3.67744E-02  3.79203E-02  9.08602E-02    5859.87352821893
          937  1.12291E+00  3.38237E+00  2.42044E+00 -6.24842E-01  8.02812E-02  2.29128E-02  8.13261E-02 -1.04156E-03  6.92913E-02  3.49277E-02  2.92152E-02  8.53393E-02    5765.85509678639
          938  1.16282E+00  3.40439E+00  2.46772E+00 -6.09634E-01  8.36476E-02  2.17216E-02  8.31580E-02  2.03601E-03  7.02003E-02  3.32229E-02  2.84122E-02  8.85257E-02    5762.34767425466
          939  1.11101E+00  3.38569E+00  2.43492E+00 -6.07751E-01  8.35510E-02  2.28550E-02  7.55312E-02  4.68993E-03  7.57157E-02  3.54703E-02  3.04368E-02  9.73171E-02    5804.22505030257
          940  1.11318E+00  3.40702E+00  2.44141E+00 -8.31974E-01  8.56202E-02  2.35712E-02  7.88599E-02 -6.94274E-04  8.76172E-02  3.10126E-02  2.73733E-02  8.40835E-02    5784.27584351829
          941  1.08234E+00  3.39568E+00  2.42161E+00 -6.61419E-01  8.63755E-02  2.19953E-02  8.03483E-02  4.31405E-03  7.27335E-02  3.09554E-02  2.90122E-02  9.08096E-02    5678.37473903496
          942  1.09982E+00  3.39142E+00  2.40821E+00 -7.49970E-01  8.94278E-02  2.26172E-02  8.14698E-02  3.32107E-03  6.64331E-02  2.73396E-02  3.13217E-02  8.74710E-02    5752.38581895729
          943  1.09096E+00  3.41275E+00  2.43751E+00 -5.48006E-01  8.18094E-02  2.18958E-02  7.18824E-02  1.67676E-04  7.58455E-02  2.66895E-02  3.21580E-02  9.02228E-02    5751.39591532365
          944  1.10828E+00  3.37941E+00  2.42529E+00 -5.96973E-01  7.04610E-02  2.22515E-02  8.77743E-02 -1.58936E-03  7.65009E-02  4.06874E-02  2.84004E-02  9.18878E-02    5767.46657056528
          945  1.08379E+00  3.37990E+00  2.43402E+00 -6.15883E-01  7.85679E-02  2.31623E-02  8.30888E-02  6.86018E-03  7.84173E-02  4.15265E-02  2.93415E-02  8.21430E-02    5799.28940026727
          946  1.09191E+00  3.39535E+00  2.44282E+00 -6.96789E-01  8.91862E-02  2.34980E-02  9.68124E-02  4.07385E-03  8.07834E-02  4.22475E-02  3.03459E-02  8.54500E-02    5732.02631603611
          947  1.13371E+00  3.40193E+00  2.46008E+00 -5.39127E-01  8.07698E-02  2.27619E-02  9.70882E-02  8.73447E-03  7.22009E-02  4.77969E-02  3.47814E-02  9.97331E-02    5829.93510606036
          948  1.14862E+00  3.38883E+00  2.45179E+00 -7.29498E-01  7.74341E-02  2.25731E-02  1.12359E-01  4.46047E-03  7.67465E-02  3.91860E-02  3.62021E-02  8.83873E-02    5811.63554494210
          949  1.15299E+00  3.38444E+00  2.42782E+00 -6.48546E-01  7.98938E-02  2.20052E-02  9.63419E-02  6.89352E-03  8.35578E-02  4.57051E-02  3.59769E-02  8.93631E-02    5818.97067943600
          950  1.11329E+00  3.39411E+00  2.42351E+00 -5.88669E-01  7.76402E-02  2.26813E-02  9.15858E-02  1.73780E-02  7.88308E-02  4.07675E-02  2.94254E-02  7.86153E-02    5768.18596577996
          951  1.12253E+00  3.39672E+00  2.40721E+00 -7.13522E-01  7.76806E-02  2.27773E-02  1.00118E-01  2.23795E-04  7.80797E-02  3.79594E-02  2.10546E-02  7.87954E-02    5833.92552226262
